,AcresBurned,ArchiveYear,Counties,CountyIds,CrewsInvolved,Fatalities,Latitude,Longitude,Name,PersonnelInvolved,Started,StructuresDamaged,StructuresDestroyed,UniqueId,Year,Month,Year-Month
773,153.0,2017,Riverside,33,,,33.98639,-117.21314,Smiley Fire,,2017-06-18 15:10:00+00:00,,,54bad310-3a96-4019-b64d-61d00c559e6c,2017,06,2017-06
774,150.0,2017,Butte,4,,,39.746790000000004,-121.67261,Honey Fire,13.0,2017-10-09 15:05:00+00:00,,,579d5d2a-0e51-4058-92c7-37abd7fe4aad,2017,10,2017-10
775,150.0,2017,San Luis Obispo,40,,,35.7751,-120.23656000000001,Olive Fire,,2017-07-24 14:43:00+00:00,,,907cd7cd-cc26-4529-a9f8-cee1e1560086,2017,07,2017-07
776,150.0,2017,San Luis Obispo,40,,,35.6871,-120.3187,Lucy Fire,,2017-06-14 11:44:00+00:00,,,1c51deff-5b43-4f54-8acc-a682f830815a,2017,06,2017-06
777,150.0,2017,Madera,20,,,36.90967,-119.79315,41 Fire,,2017-05-17 15:30:00+00:00,,,9a555129-982b-486f-a333-c96b3f9c4d2e,2017,05,2017-05
778,150.0,2017,San Bernardino,36,,,34.30104,-117.45646,Tower Fire,,2017-04-30 16:03:00+00:00,,,45699833-fa34-4eed-9520-8c8019426122,2017,04,2017-04
779,148.0,2017,Trinity,53,,,40.46836,-123.51619,River Fire,,2017-10-14 16:00:00+00:00,,,eb8b50ba-b6bc-4668-b3f1-dcdbfbe71b17,2017,10,2017-10
780,146.0,2017,Mendocino,23,,,39.02482,-123.1362,Grape Fire,,2017-09-19 13:02:00+00:00,,,efa1dc61-85e3-4fb6-b6f6-04c3845d9ca6,2017,09,2017-09
781,143.0,2017,Butte,4,,,40.07613,-121.56858000000001,Soda Fire,,2017-09-28 14:46:00+00:00,,,01202971-a157-41f8-91cc-cf7c3b8f9473,2017,09,2017-09
782,140.0,2017,El Dorado,9,,,38.559707,-120.70013,Ranch Fire,,2017-07-26 13:58:00+00:00,,,2fd950a8-fadb-467c-ab59-88e7ea007738,2017,07,2017-07
783,136.0,2017,El Dorado,9,,,38.5758,-120.915,French Fire,,2017-09-17 15:18:00+00:00,,,f7a51800-b219-428c-aef0-ee5fa5de4d64,2017,09,2017-09
784,135.0,2017,Los Angeles,19,,,34.792882,-118.85194299999999,Gorman Fire,,2017-07-28 15:25:00+00:00,,,ce6fb2ba-9799-4b36-a64f-8bf02392d6ee,2017,07,2017-07
785,135.0,2017,Tulare,54,10.0,,35.8556,-118.74542,King Fire,212.0,2017-06-13 17:00:00+00:00,,,5f0c7697-7be3-49af-b98c-f5789e3ca6f9,2017,06,2017-06
786,134.0,2017,Butte,4,,,39.69717,-121.75417,Skyway Fire,,2017-06-16 09:27:00+00:00,,,a2d42b3a-32a4-4b57-a8c2-91e5d046bbb6,2017,06,2017-06
787,130.0,2017,Calaveras,5,,,38.40234,-120.52953000000001,Point Fire,,2017-10-09 01:10:00+00:00,,4.0,f30518d1-83ef-440c-8058-d4189bfedab7,2017,10,2017-10
788,130.0,2017,San Diego,37,10.0,,32.6001,-116.76997,Border Fire,220.0,2017-09-01 04:20:00+00:00,,,10a447c8-708f-44a3-8679-251500c761d6,2017,09,2017-09
789,130.0,2017,San Luis Obispo,40,,,35.78286,-120.22646999999999,Olive Fire,,2017-05-02 14:32:00+00:00,,,87d7fb46-00f9-4bae-ba35-a7ef8e58a70e,2017,05,2017-05
790,128.0,2017,Shasta,45,,,40.69554,-122.0122,Oak Fire,,2017-07-01 00:48:00+00:00,,,2b043a7e-234c-43f7-852c-21fcb9ddc200,2017,07,2017-07
791,126.0,2017,Fresno,10,,,36.5355,-120.6585,Tumey Fire,,2017-04-29 17:15:00+00:00,,,d804eebf-71de-46de-90c2-cdf0694d27e3,2017,04,2017-04
792,125.0,2017,Mariposa,22,,,37.62823,-120.30046000000002,Coronado Fire,,2017-08-13 16:23:00+00:00,,,8779fe43-665b-4643-a730-6344c44018c7,2017,08,2017-08
793,124.0,2017,Tuolumne,55,,,37.90014,-120.36005,Twist Fire,,2017-07-30 16:28:00+00:00,,,1f8c73d1-2cb8-4e98-bd44-d6dccd601c7e,2017,07,2017-07
794,122.0,2017,Riverside,33,,,34.009026,-117.239099,Stewart Fire,,2017-08-04 14:25:00+00:00,,,58d62aeb-29f5-45f5-93ac-a657b0708149,2017,08,2017-08
795,120.0,2017,San Luis Obispo,40,,,35.31886,-120.50886000000001,Margarita Fire,,2017-09-03 16:59:00+00:00,,,17cd878b-0d5d-49ff-b205-7e0203908f4c,2017,09,2017-09
796,120.0,2017,Riverside,33,,,33.882870000000004,-116.99651000000001,Lamb Fire,,2017-05-25 14:48:00+00:00,,,45a205f4-bcd2-44bd-886b-26260c686ce7,2017,05,2017-05
797,117.0,2017,Calaveras,5,,,38.291129999999995,-120.62177,Maria Fire,,2017-07-17 12:55:00+00:00,,,2f9f1bf9-6188-46a2-b91f-f212cdd21528,2017,07,2017-07
798,116.0,2017,Alameda,1,,,37.7393,-121.85663000000001,Fallon Fire,,2017-10-17 14:00:00+00:00,,,e8c7f247-bc31-4e5b-bf71-fe903366d9e5,2017,10,2017-10
799,114.0,2017,Napa,28,1.0,,38.493359999999996,-122.2483,Canyon Fire,55.0,2017-08-11 12:57:00+00:00,,,4b885d8c-8951-46c5-a3d1-520cfd0ac964,2017,08,2017-08
800,111.0,2017,Fresno,10,,,36.93332,-119.43376,Flat Fire,,2017-08-26 14:31:00+00:00,,,90473f02-6572-4a9b-9451-1a18a4bee1ed,2017,08,2017-08
801,111.0,2017,Butte,4,,,39.384159999999994,-121.5786,Lone Fire,,2017-06-22 11:10:00+00:00,,,1b1ba02e-9db3-4224-9d8d-06d5df529f16,2017,06,2017-06
802,105.0,2017,San Luis Obispo,40,,,35.3024,-120.65279,Poly Fire,,2017-09-26 15:30:00+00:00,,,cb3599f6-751d-4072-8db1-6e366ac603c9,2017,09,2017-09
803,105.0,2017,Riverside,33,,,33.950382,-116.884446,Canyon Fire,,2017-06-15 11:36:00+00:00,,,380df891-161a-44c7-a244-d7dda9d5fd32,2017,06,2017-06
804,103.0,2017,Butte,4,,,39.76243,-121.74121000000001,Humboldt Fire,,2017-07-19 16:02:00+00:00,,,510c877d-b80b-423f-b7e0-4276ce646f4a,2017,07,2017-07
805,102.0,2017,Fresno,10,,,36.361129999999996,-120.32685,Coalinga Fire,,2017-08-30 16:51:00+00:00,,,4adae6c4-71c9-46d1-9743-e04f186b2c3e,2017,08,2017-08
806,101.0,2017,Santa Clara,43,,,37.39801,-121.8179,Lariat Fire,,2017-07-11 16:51:00+00:00,,,580ce9d9-b8dc-4dc1-9f10-11bf48df9492,2017,07,2017-07
807,100.0,2017,San Diego,37,,,32.64962,-116.37345,Church Fire,,2017-10-21 13:04:00+00:00,,,773795d8-5801-4f7c-a2fe-3f8d0ae18f51,2017,10,2017-10
808,100.0,2017,Sonoma,49,,,38.46123,-122.58152,Oakmont Fire (Central LNU Complex),,2017-10-14 20:35:00+00:00,,,3f481060-1106-4857-8ac3-374a68763922,2017,10,2017-10
809,100.0,2017,Lake,17,,,39.0199,-122.57486999999999,Long Fire,,2017-10-14 05:00:00+00:00,,,a7ecc679-7fbc-4370-9a55-8e17bf262a2e,2017,10,2017-10
810,100.0,2017,Solano,48,,,38.43658,-121.97233,Timm Fire,,2017-10-02 09:37:00+00:00,,,03d74bbd-627c-47af-a2e9-5351e6e16f6a,2017,10,2017-10
811,100.0,2017,Santa Clara,43,,,36.99092,-121.59898999999999,Bally Fire,,2017-09-03 19:17:00+00:00,,,7b02d757-4f96-4616-99d5-04e4eaa34440,2017,09,2017-09
812,100.0,2017,Fresno,10,,,36.09486,-120.52188999999998,Parkfield Fire,,2017-09-03 09:23:00+00:00,,,a983c540-b47c-4250-a65d-c5d3d76c9b3b,2017,09,2017-09
813,100.0,2017,Santa Clara,43,,,37.14653,-121.68165,Tilton Fire,,2017-08-11 14:55:00+00:00,,,a8ab00de-6074-45a0-9e3d-f43b090e8346,2017,08,2017-08
814,100.0,2017,San Bernardino,36,,,34.19076,-117.26969,Mile Fire,,2017-07-31 14:44:00+00:00,,,32a79e9b-8ce3-477e-b698-2eb16ef66aac,2017,07,2017-07
815,99.0,2017,San Bernardino,36,,,34.035344,-116.940661,Oak Fire,,2017-11-29 12:19:00+00:00,,,666b3951-76ce-4351-abc6-3e0518d44901,2017,11,2017-11
816,92.0,2017,Riverside,33,,,33.57139,-116.8247,Reed Fire,,2017-08-07 14:14:00+00:00,,,ab009bd1-6784-4fda-a931-532520742a8b,2017,08,2017-08
817,91.0,2017,Fresno,10,,,36.95104,-119.65621000000002,Auberry Fire,,2017-07-05 15:40:00+00:00,,5.0,89f34aa8-eaf3-4d19-8ef0-005102e82831,2017,07,2017-07
818,91.0,2017,Butte,4,,,39.52499,-121.64896999999999,Wilbur Fire,,2017-06-06 12:43:00+00:00,,,549222c5-1be6-4453-896a-caebd19b0bee,2017,06,2017-06
819,90.0,2017,Madera,20,,,37.09773,-120.02027,Daulton Fire,,2017-07-07 10:00:00+00:00,,,eeef101a-3a50-4407-8e6d-cd80d0d07599,2017,07,2017-07
820,87.0,2017,Lake,17,,,39.15016,-122.57600000000001,Ridge Fire,,2017-10-06 14:38:00+00:00,,,2049dbb6-1a87-4d9d-abde-092d35072934,2017,10,2017-10
821,86.0,2017,Ventura,56,,,34.34949,-119.30918,Vista Fire,,2017-10-24 14:44:00+00:00,,,fc8f89b5-988a-4a23-b9e3-333cc690363e,2017,10,2017-10
822,85.0,2017,Riverside,33,,,117.337331,34.015741999999996,Marlborough Fire,,2017-08-31 10:13:00+00:00,,,7bc10ea0-55b4-40bd-8eca-36ec10106528,2017,08,2017-08
823,85.0,2017,Humboldt,12,,,40.117940000000004,-123.76098999999999,Saw Fire,,2017-08-03 11:58:00+00:00,,,dd6c5dfb-e5f5-4c1b-ab7f-aa9f3a4f60fc,2017,08,2017-08
824,85.0,2017,San Bernardino,36,,,34.20152,-117.14466000000002,Dollar Fire,,2017-07-22 13:35:00+00:00,,,84c8a735-9e8f-4310-84ab-39079ad1ea14,2017,07,2017-07
825,85.0,2017,Santa Clara,43,,,37.3344,-121.71752,Ranch Fire,,2017-06-29 13:56:00+00:00,,,5da65d7f-cc75-4c0c-b221-1a1e3000a120,2017,06,2017-06
826,82.0,2017,Monterey,27,,,35.86596,-120.64583999999999,Country Fire,,2017-08-07 18:08:00+00:00,,,e65c3e0b-08d9-43cf-b1ac-8e57d5f407fc,2017,08,2017-08
827,81.0,2017,San Diego,37,,,33.38613,-117.46708999999998,Loma Fire,,2017-10-13 15:40:00+00:00,,,d12bbce8-5acb-43ef-a259-4fbaf90d32ff,2017,10,2017-10
828,80.0,2017,El Dorado,9,,,38.869036,-119.61865,Holiday Fire,,2017-12-28 20:51:00+00:00,,,d20645f2-81b9-450f-abc1-433b81bd7fea,2017,12,2017-12
829,79.0,2017,Plumas,32,,,40.13278,-120.9204,Mills File,,2017-09-03 20:32:00+00:00,,,ba20d998-185c-48ac-8006-15aadf4d3106,2017,09,2017-09
830,79.0,2017,Tulare,54,,,35.89423,-119.00334,Fountain Fire ,,2017-05-31 11:30:00+00:00,,,92d70dc0-19af-4c87-ab01-8c7051caab73,2017,05,2017-05
831,78.0,2017,Santa Clara,43,,,36.96607,-121.55552,Castro Fire,,2017-07-23 16:07:00+00:00,,,e8ebb6f2-16f5-4342-bce1-d36ff9c9422c,2017,07,2017-07
832,78.0,2017,Tehama,52,,,40.38944,-122.13088,Spring Fire ,,2017-06-04 16:22:00+00:00,,,80f2c7d1-d28d-43d0-97a3-ff53cc991a8c,2017,06,2017-06
833,76.0,2017,Nevada,29,,,39.19325,-121.08406000000001,McCourtney Fire (Wind Complex),,2017-10-09 00:00:00+00:00,2.0,13.0,9a2b8ac1-41f4-4f98-a4e1-9b5ddee37251,2017,10,2017-10
834,76.0,2017,Fresno,10,,,36.8005,-119.35901000000001,Tivy Fire,,2017-06-11 22:45:00+00:00,,,0956bfcb-8915-4163-b4ed-4f3a6ab32895,2017,06,2017-06
835,74.0,2017,San Luis Obispo,40,,,35.5956,-120.56068,Linne Fire,,2017-09-26 16:45:00+00:00,,,98bf51ea-bf23-40a3-b95e-4b795baced3e,2017,09,2017-09
836,74.0,2017,El Dorado,9,2.0,,38.7803,-120.97111000000001,Axel Fire,,2017-07-08 16:38:00+00:00,,,f75027cb-2526-4524-989f-71d0d56353ec,2017,07,2017-07
837,74.0,2017,San Bernardino,36,,,34.07612,-117.06765,Bryant Fire,,2017-07-07 15:45:00+00:00,,,67c20627-e6cb-4900-9f40-01e8da154a53,2017,07,2017-07
838,73.0,2017,San Luis Obispo,40,,,35.786159999999995,-120.96513999999999,Lynch Fire,,2017-10-13 12:14:00+00:00,,,92a8a466-061b-430a-87f9-3b5192947578,2017,10,2017-10
839,72.0,2017,Riverside,33,,,33.75526,-117.25075,Ellis Fire,,2017-07-18 15:34:00+00:00,,,244961af-65d5-472b-972f-e02df96e9ccb,2017,07,2017-07
840,70.0,2017,San Luis Obispo,40,,,35.4403,-120.2913,Camatta Fire,,2017-08-02 10:33:00+00:00,,,47dd7f12-4141-473e-b2c1-2e625df3b784,2017,08,2017-08
841,70.0,2017,Colusa,6,4.0,,39.012240000000006,-122.20127,Sand Fire,76.0,2017-07-17 13:17:00+00:00,,,0726d9f7-2baa-4652-b1d6-cbab45783f64,2017,07,2017-07
842,70.0,2017,Santa Clara,43,,,37.25014,-121.68562,Felipe Fire,,2017-07-10 15:54:00+00:00,,,9a1a4247-479d-46ff-99cc-4251c5e333fa,2017,07,2017-07
843,70.0,2017,Fresno,10,,,36.60736,-120.5828,Manning Fire,,2017-05-19 23:28:00+00:00,,,b3fc6dff-f13a-41c4-b7f3-e9e960a941d5,2017,05,2017-05
844,69.0,2017,Fresno,10,,,36.7279,-119.28241000000001,Hill Fire,,2017-08-27 18:47:00+00:00,,,386b7562-fe70-490b-a92c-a3c21eece0c2,2017,08,2017-08
845,68.0,2017,Sacramento,34,,,38.337070000000004,-121.11113,Clay Fire,,2017-06-01 15:38:00+00:00,,,bf3148c5-75dd-4f79-8b3b-c5b483065b47,2017,06,2017-06
846,67.0,2017,Lassen,18,,,40.03392,-120.1064,River Fire,,2017-06-04 16:12:00+00:00,,,b02f2513-9359-45e2-9971-08f7b1f0dc0f,2017,06,2017-06
847,65.0,2017,Stanislaus,50,,,37.82934,-120.68992,Orange Fire,,2017-06-21 14:45:00+00:00,,,8740caa0-f86c-4103-b830-0435b9933a2b,2017,06,2017-06
848,63.0,2017,Riverside,33,,,33.819759999999995,-117.18552,Placentia Fire,,2017-07-28 18:11:00+00:00,,,ee20b421-06cd-40d2-a22c-0f9e8ddeee71,2017,07,2017-07
849,63.0,2017,Mariposa,22,,,37.36914,-120.0088,Westfall Fire,,2017-06-15 07:30:00+00:00,,,1dfae538-fd95-4454-865d-3d74e4b56665,2017,06,2017-06
850,62.0,2017,San Diego,37,,,33.20988,-116.46988999999999,Montezuma Fire,,2017-08-26 11:30:00+00:00,,,1f8d9fe1-e644-4f53-88ae-4418cc0b4451,2017,08,2017-08
851,62.0,2017,Lake,17,,,38.94599,-122.81135,Bottle Fire,,2017-08-08 16:40:00+00:00,,,21714c67-dc5a-4d86-8794-79d85f87b71b,2017,08,2017-08
852,62.0,2017,Stanislaus,50,,,37.64898,-120.4925,Lake Fire,,2017-07-08 11:00:00+00:00,,,b3a6b47f-105b-4f66-b12a-76c563457a5d,2017,07,2017-07
853,60.0,2017,Tehama,52,,,40.32063,-122.83208,Bolla Fire,,2017-06-18 07:15:00+00:00,,,ffb57bcc-80f7-4299-bfcf-c9be3b66d5ff,2017,06,2017-06
854,59.0,2017,Tulare,54,,,36.18815,-118.78928,Fox Fire,,2017-07-17 15:32:00+00:00,,,80844950-65c8-44ec-b63a-7e51412fea0c,2017,07,2017-07
855,59.0,2017,Calaveras,5,,,38.18303,-120.85322,Quail Fire,,2017-07-12 13:10:00+00:00,,,6f9581fa-7c8a-45d1-988d-0a299fc15d62,2017,07,2017-07
856,58.0,2017,Fresno,10,,,36.7528,-119.2288,Silver Fire,,2017-10-11 15:59:00+00:00,,3.0,46d1ec10-be8e-474a-b98f-ba7cd3521ccd,2017,10,2017-10
857,58.0,2017,Lake,17,,,39.42604,-123.03343999999998,Slides Fire,,2017-09-12 16:08:00+00:00,,,ab08cb64-67c4-4e7d-8081-b5574131f755,2017,09,2017-09
858,58.0,2017,Tulare,54,,,36.644040000000004,-118.99943999999999,Hogback Fire,,2017-07-18 15:50:00+00:00,,,7a317400-8838-4fd4-8c2f-b8c12add5d6a,2017,07,2017-07
859,58.0,2017,San Luis Obispo,40,,,35.346,-120.62825,Tower Fire,,2017-07-07 16:23:00+00:00,,,effeee13-51d7-4cf2-a62f-93b47b34605a,2017,07,2017-07
860,57.0,2017,Tehama,52,,,40.1583,-122.3209,Live Fire,,2017-07-28 13:24:00+00:00,,,a3bd6249-555a-4ee1-99c0-69333d71bdfb,2017,07,2017-07
861,57.0,2017,Fresno,10,,,36.81476,-119.51592,Freedom Fire,,2017-07-04 13:21:00+00:00,,,36d953e8-265f-4b05-831e-42eb2298b208,2017,07,2017-07
862,56.0,2017,Siskiyou,47,,,41.93006,-122.36545,Bogus Fire,,2017-06-18 15:45:00+00:00,,,f173524a-ae01-47f5-942d-5e90c2b96469,2017,06,2017-06
863,55.0,2017,Solano,48,,,38.4446,-122.0041,Estate Fire,,2017-09-23 11:05:00+00:00,1.0,2.0,c9009967-c0c1-47d3-b2eb-47b2d7a5da0e,2017,09,2017-09
864,55.0,2017,Siskiyou,47,,,41.99483,-121.90077,Owens Fire,,2017-08-29 15:39:00+00:00,,,62b8a6af-700a-4c93-85d5-a9b85a30faf5,2017,08,2017-08
865,55.0,2017,Los Angeles,19,,,34.03941,-118.58623999999999,Topanga Fire,,2017-06-29 15:09:00+00:00,,,d1ec9e43-04bd-4926-8362-5e04afe39c90,2017,06,2017-06
866,54.0,2017,Siskiyou,47,,,41.222,-122.292,Bradley Fire,,2017-08-28 22:00:00+00:00,,,59fae761-fd49-4f06-a2e9-1495c00eb7e9,2017,08,2017-08
867,54.0,2017,Siskiyou,47,,,41.222,-122.27498999999999,Bradley Fire,,2017-08-28 21:38:00+00:00,,,f8cd3b44-ec6b-4338-9edc-ebd879a8aafc,2017,08,2017-08
868,54.0,2017,Santa Clara,43,,,37.334540000000004,-121.76323000000001,Quimby Fire,,2017-06-21 18:02:00+00:00,,,d515cbcc-376e-4bc7-adea-189eff5a7735,2017,06,2017-06
869,51.0,2017,Santa Clara,43,,,37.44485,-121.84108,Weller Fire,,2017-07-26 23:19:00+00:00,,,7b95ce91-9581-4fe6-887d-ab1bf6420205,2017,07,2017-07
870,50.0,2017,Kern,15,,,35.215559999999996,-118.56578,Tank Fire,,2017-10-26 11:55:00+00:00,,,fb042e0f-1aab-4ac4-9d09-947c9b9f14b6,2017,10,2017-10
871,50.0,2017,Riverside,33,,,33.8826,-117.00589,Extension Fire,,2017-10-23 10:31:00+00:00,,,33bf7f90-edd9-4bf7-a079-561d5dad25c9,2017,10,2017-10
872,50.0,2017,Los Angeles,19,,,34.22551,-118.05545,Wilson Fire,,2017-10-17 03:43:00+00:00,,,dcd7fb2e-3a4f-427e-9b13-1d2bcb0e8ac6,2017,10,2017-10
873,50.0,2017,San Mateo,41,4.0,,37.41591,-122.3001,Skeggs Fire,85.0,2017-09-11 19:41:00+00:00,,,81b26bc7-7d65-4591-9d27-4e698cab4f12,2017,09,2017-09
874,50.0,2017,Kern,15,,,35.70639,-118.47306999999999,Calgary Fire,,2017-08-05 13:16:00+00:00,,,e4834d78-fd4a-44b4-8669-52cbdc41113d,2017,08,2017-08
875,50.0,2017,Santa Barbara,42,,,34.72379,-120.13248999999999,Mesa Fire,,2017-07-17 14:55:00+00:00,,,a26038b9-df04-4ade-b918-0c4fb9a8dbcf,2017,07,2017-07
876,50.0,2017,Yuba,58,,,39.06308,-121.303,West Fire,,2017-07-08 16:47:00+00:00,,,5a52750e-30a0-4d26-a75b-58f79e1e24f4,2017,07,2017-07
877,50.0,2017,Ventura,56,,,34.20599,-118.98603,Grade Fire,,2017-07-04 14:45:00+00:00,,,f6970f10-0498-4f4c-8e0c-d4b7e4fbf888,2017,07,2017-07
878,50.0,2017,Riverside,33,,,33.877390000000005,-117.16215,Lago Fire,,2017-07-03 15:14:00+00:00,,,2f97537a-1333-4dfc-b7a3-b7bf9400ffdd,2017,07,2017-07
879,50.0,2017,San Diego,37,,,33.23281,-117.29508999999999,Douglas Fire,,2017-06-13 14:31:00+00:00,,,3fc7de4e-3a0f-45e9-be1f-801f88770883,2017,06,2017-06
880,48.0,2017,Madera,20,,,36.94652,-120.90462,Power Fire,,2017-09-20 21:07:00+00:00,,,e7cb239e-7d9e-440d-ba5a-c6881406ce95,2017,09,2017-09
881,48.0,2017,Riverside,33,,,33.585770000000004,-116.07428999999999,Serenas Fire,,2017-05-28 15:27:00+00:00,,,2db503da-a7b2-47a6-92a6-697799eb63f1,2017,05,2017-05
882,47.0,2017,San Benito,35,,,36.38109,-121.00391,Bitterwater Fire,,2017-11-25 16:46:00+00:00,,,c265dfe8-6217-4a0d-9ea9-37be3b38baef,2017,11,2017-11
883,47.0,2017,San Luis Obispo,40,,,35.06472,-120.5634,Zenon Fire,,2017-07-20 14:43:00+00:00,,,7dd19215-986b-4365-a40d-2267b4a05de0,2017,07,2017-07
884,46.0,2017,Riverside,33,,,33.6444,-117.3968,Canyon Fire,,2017-08-27 14:51:00+00:00,,,78754c68-2800-4c5d-aff0-ab0b399ab5ce,2017,08,2017-08
885,46.0,2017,San Bernardino,36,,,34.149,-117.189,Hidden Fire,,2017-07-12 15:29:00+00:00,,,826b4661-020b-425d-84ec-9426c39839e7,2017,07,2017-07
886,46.0,2017,Siskiyou,47,,,41.8721,-122.4571,Whitepine Fire,,2017-06-06 16:38:00+00:00,,,f8b61fab-bd14-4e92-960a-d512693ea8e5,2017,06,2017-06
887,45.0,2017,Riverside,33,,,33.9885,-117.38417,Riverbottom Fire,,2017-12-21 11:16:00+00:00,,,e32c7957-8f4f-4ec1-a0f6-98085a2a7e89,2017,12,2017-12
888,45.0,2017,San Luis Obispo,40,,,35.28738,-120.44448,Pozo Fire,,2017-10-09 14:30:00+00:00,,,f8ce12e2-e7c1-4922-b584-63e4421d0598,2017,10,2017-10
889,45.0,2017,Shasta,45,,,40.487120000000004,-121.85645,Grace Fire,,2017-04-03 16:00:00+00:00,,,95960fa6-58ba-4b4e-aeb2-ada97d699908,2017,04,2017-04
890,44.0,2017,Alameda,1,,,37.561809999999994,-121.56425,Mines Fire,,2017-08-27 17:45:00+00:00,,,399dba2c-02c1-4756-a76d-1198d0e838ed,2017,08,2017-08
891,43.0,2017,Tehama,52,,,39.81517,-122.28165,Roser Fire,,2017-11-02 14:40:00+00:00,,,eadd73be-51ab-4078-91cc-04784be3f17f,2017,11,2017-11
892,43.0,2017,Monterey,27,,,36.17297,-120.87608999999999,Pine Fire,,2017-09-11 15:11:00+00:00,,,ed4e06ba-6d17-459a-831a-9b15a9bd116e,2017,09,2017-09
893,42.0,2017,Monterey,27,,,35.96275,-121.08753,Lockwood Fire,,2017-06-29 20:44:00+00:00,,,abe2311a-4ce6-4300-9716-4fb3fe538c75,2017,06,2017-06
894,42.0,2017,Tehama,52,,,40.10282,-122.27378999999999,Paskenta Fire,,2017-06-24 11:15:00+00:00,,,982c81ca-ebe5-4591-986d-1f3e2e4cc13c,2017,06,2017-06
895,42.0,2017,Modoc,25,,,41.38247,-120.53443,Jones Fire,,2017-06-03 13:09:00+00:00,,,7967c729-4693-47a1-b1bc-1d82825ca8db,2017,06,2017-06
896,41.0,2017,Siskiyou,47,,,41.99279,-122.9401,Ward Fire,,2017-08-13 12:41:00+00:00,,,f0dbf1f5-9f21-4d11-a432-d32f7f18c412,2017,08,2017-08
897,41.0,2017,Los Angeles,19,,,34.104459999999996,-118.70293999999998,Stokes Fire,,2017-06-29 15:45:00+00:00,,,6f2f8dc0-b930-435e-a622-d3585dcac067,2017,06,2017-06
898,41.0,2017,Kern,15,,,35.05076,-118.90003999999999,Feed Fire,,2017-05-14 14:00:00+00:00,,,9f416f37-a8ca-4127-a6b7-02626fd32e06,2017,05,2017-05
899,40.0,2017,Riverside,33,,,33.965140000000005,-117.4764,Riverdale Fire,,2017-12-04 12:26:00+00:00,,,c425ed8d-1aab-44c8-bc03-39675ad2b0d2,2017,12,2017-12
900,40.0,2017,Riverside,33,,,33.90327,-116.50151000000001,Palm Fire,,2017-11-14 16:11:00+00:00,,,60d9b4f4-7b48-4820-9adc-5be0b4353a5c,2017,11,2017-11
901,40.0,2017,San Bernardino,36,,,34.13534,-117.4982,Freeway Fire,,2017-10-24 10:27:00+00:00,,,50bd55cc-7c58-462d-a919-923b4bdcca15,2017,10,2017-10
902,40.0,2017,Shasta,45,,,40.70627,-122.24198999999999,Jones Fire,,2017-10-08 04:53:00+00:00,,,6ab80358-cb3c-4e2a-85da-0cd77003fc12,2017,10,2017-10
903,40.0,2017,Kern,15,,,35.59302,-118.46734,Lakewood Fire,,2017-09-29 15:58:00+00:00,,,62a5257e-a841-4f7a-ae19-52aa89570bd9,2017,09,2017-09
904,40.0,2017,Del Norte,8,,,41.98128,-124.01168,Hole Fire,,2017-09-12 12:45:00+00:00,,,59d6fc84-0d58-4e29-b910-1993dba51b3a,2017,09,2017-09
905,40.0,2017,Humboldt,12,,,41.02705,-123.63721000000001,Translator Fire,,2017-08-28 08:01:00+00:00,,,18a2b3d6-d86e-4147-ab42-d45b8792e98a,2017,08,2017-08
906,40.0,2017,Tehama,52,,,40.29831,-122.70448999999999,Vestal Fire,,2017-08-26 15:03:00+00:00,,,becd0762-0e22-4c54-a1c5-3ecd3660dd70,2017,08,2017-08
907,40.0,2017,Lake,17,,,38.86056,-122.62382,Murphy Fire,,2017-07-17 14:44:00+00:00,,,1ba1f29a-5281-4f53-857d-106ae5e7db84,2017,07,2017-07
908,40.0,2017,Monterey,27,,,36.66684,-121.74826000000002,Reservation Fire,,2017-07-16 11:17:00+00:00,,,13dedbc3-8b85-4f64-b3db-89ed81ed4f1d,2017,07,2017-07
909,39.0,2017,Tuolumne,55,,,37.896778000000005,-120.50413400000001,Table Fire,,2017-09-19 00:22:00+00:00,,,38c666cb-6545-428f-985d-a2589dfb3700,2017,09,2017-09
910,39.0,2017,Yuba,58,,,39.065220000000004,-121.3519,Spenceville Fire,,2017-07-24 14:56:00+00:00,,5.0,ebcee501-5709-4382-8eab-d8595ba6606d,2017,07,2017-07
911,39.0,2017,Solano,48,,,38.07481,-122.23003999999999,Toll Fire,,2017-06-22 13:08:00+00:00,,,949e577d-86c2-4def-b25a-c24aa014f4d9,2017,06,2017-06
912,38.0,2017,Marin,21,,,37.9775,-122.65749,Pine Fire,,2017-06-27 10:39:00+00:00,,,243567d6-2692-4978-88f5-1bbfc7b818a6,2017,06,2017-06
913,38.0,2017,Tuolumne,55,,,37.85137,-120.45268,Red Fire,,2017-06-11 18:49:00+00:00,,,5d521085-d92f-4664-b17b-732783658daa,2017,06,2017-06
914,37.0,2017,Shasta,45,,,40.774,-122.309, Bridge Fire,,2017-10-31 11:22:00+00:00,,,2ca11d45-8139-4c16-8af0-880d99b21e82,2017,10,2017-10
915,36.0,2017,Mariposa,22,,,37.65963,-120.34801999999999,Banderilla Fire,,2017-07-07 15:50:00+00:00,,,932a3f2f-6c0e-42a6-b357-f333774b4ea8,2017,07,2017-07
916,36.0,2017,San Diego,37,,,33.1683,-116.77342,Black Fire,,2017-06-25 12:09:00+00:00,,,49a9074c-c30b-4042-9ffd-1a10f9d9bf1d,2017,06,2017-06
