,AcresBurned,ArchiveYear,Counties,CountyIds,CrewsInvolved,Fatalities,Latitude,Longitude,Name,PersonnelInvolved,Started,StructuresDamaged,StructuresDestroyed,UniqueId,Year,Month,Year-Month
440,7609.0,2016,San Diego,37,,,32.60729,-116.63028,Border Fire,78.0,2016-06-19 11:03:00+00:00,,16.0,33099cdd-ccfc-454e-b5a3-770a69a30bd3,2016,06,2016-06
441,7474.0,2016,Santa Barbara,42,,,34.775999999999996,-119.64299999999999,Sherpa Fire,,2016-06-15 15:21:00+00:00,,,ffb3293b-3349-49c5-a7cb-c488391e8a72,2016,06,2016-06
442,7050.0,2016,Fresno,10,,,36.099740000000004,-120.51057,Mineral Fire,20.0,2016-08-09 13:08:00+00:00,,2.0,346c59b1-375e-4d42-876a-d97b769c939f,2016,08,2016-08
443,5731.0,2016,Yolo,57,2.0,,38.52513,-122.06788,Cold Fire,58.0,2016-08-02 16:36:00+00:00,,2.0,057fd4e2-7400-4fc4-9b23-3daf67fc8610,2016,08,2016-08
444,5646.0,2016,El Dorado,"9,31",,,38.96741,-120.9375,Trailhead Fire,,2016-06-28 13:55:00+00:00,,,b604ffa7-8cee-4724-bb82-f1f4553a192f,2016,06,2016-06
446,5443.0,2016,Inyo,14,,,37.75985,-118.95308999999999,Owens River Fire,,2016-09-17 13:49:00+00:00,,,821c040d-a17c-4934-990f-ca7d441a303a,2016,09,2016-09
447,5399.0,2016,Los Angeles,19,,,0.0,0.0,San Gabriel Complex (Formerly Fish & Reservoir Fires),,2016-06-20 13:59:00+00:00,,,2b8f9fdc-f812-4d72-9163-c5356d8ae04b,2016,06,2016-06
448,4824.0,2016,Los Angeles,19,,,34.31,-118.335,Marek Fire,,2016-11-14 05:45:00+00:00,,,ca1227b3-1458-44c9-b32e-2994e309f940,2016,11,2016-11
449,4474.0,2016,Santa Clara,43,1.0,,37.106320000000004,-121.85318000000001,Loma Fire,62.0,2016-09-26 14:42:00+00:00,1.0,28.0,2dfac408-d2ab-4ff9-94aa-91be9d07bb59,2016,09,2016-09
450,4347.0,2016,Tulare,54,,,35.984,-118.551,Meadow Fire,,2016-10-29 11:15:00+00:00,,,89c304db-e288-4582-90d4-884d57fd71f9,2016,10,2016-10
451,3929.0,2016,Lake,17,,,38.89741,-122.60663999999998,Clayton Fire,32.0,2016-08-13 18:03:00+00:00,28.0,300.0,a0950d5e-6f35-4023-bb60-6737146ba7bd,2016,08,2016-08
452,3876.0,2016,Monterey,27,,,36.38123,-121.20058999999999,Metz Fire,22.0,2016-05-22 15:27:00+00:00,,,55fa95e6-f09e-42c4-889b-a4b5b63dccf2,2016,05,2016-05
453,3712.0,2016,San Luis Obispo,40,,,0.0,0.0,Roberts Fire,,2016-05-18 14:27:00+00:00,,,50f908c4-841a-4125-8563-5c3e1866ff8a,2016,05,2016-05
454,2944.0,2016,Fresno,10,12.0,,36.0749,-120.452041,Curry Fire,188.0,2016-07-01 17:16:00+00:00,,,423df2bd-4464-44e0-8b8a-74f953613287,2016,07,2016-07
455,2860.0,2016,Siskiyou,47,,,41.623000000000005,-123.557,Pony Fire,,2016-06-07 02:45:00+00:00,,,103e1cb6-0a02-4ca8-8739-4cf77b5d1c98,2016,06,2016-06
456,2819.0,2016,Mono,26,,,0.0,0.0,Clark Fire,,2016-08-04 14:09:00+00:00,,,afa76746-3e42-48ed-bff6-e65ef40c6037,2016,08,2016-08
457,2652.0,2016,Modoc,25,,,41.2649,-120.3178,Soup Complex,,2016-09-17 14:37:00+00:00,,,92c20948-6ff6-4a2c-b13f-32c75e71b16c,2016,09,2016-09
458,2575.0,2016,Lassen,18,3.0,,40.3915,-120.7845,Willard Fire,78.0,2016-09-11 11:33:00+00:00,,7.0,1243f711-c29f-4bc3-a7e7-c705a6fc40f2,2016,09,2016-09
459,2520.0,2016,Monterey,27,,,36.01542,-121.25028999999999,Coleman Fire,,2016-06-04 14:33:00+00:00,,,b8cf80c7-b617-4fe4-91b0-43b40d38c7f6,2016,06,2016-06
460,2304.0,2016,Ventura,56,,,34.701,-119.14399999999999,Pine Fire,,2016-06-30 16:55:00+00:00,,,8653f541-d3ca-44b4-9edd-5a4a57349f2f,2016,06,2016-06
461,2241.0,2016,Fresno,10,4.0,,37.01591,-119.50506999999999,Goose Fire,167.0,2016-07-30 16:40:00+00:00,5.0,4.0,bd2b7bdc-0f92-451a-a3a5-03569d27c952,2016,07,2016-07
462,2100.0,2016,Fresno,10,,,36.94536,-119.25958999999999,Sacata Fire,,2016-10-11 12:58:00+00:00,,,59084c8f-904c-42cb-9aa8-cae4a1f8c6ef,2016,10,2016-10
463,1785.0,2016,Kern,15,,,35.20993,-118.72272,Deer Fire,,2016-07-01 14:05:00+00:00,,,140def53-175c-4f5d-b8e3-de0643781ff7,2016,07,2016-07
464,1547.0,2016,Sonoma,49,,,38.80017,-122.82895,Sawmill Fire,14.0,2016-09-25 10:43:00+00:00,,,8d9b87e4-6fdb-49e4-ba6d-be85ffd6b222,2016,09,2016-09
465,1470.0,2016,Riverside,33,,,0.0,0.0,Bogart Fire,,2016-08-30 12:25:00+00:00,,1.0,944e953f-ed28-4b99-8d60-d352c702e6f9,2016,08,2016-08
466,1246.0,2016,Merced,24,,,37.07147,-121.20155,Dinosaur Fire,,2016-06-25 23:45:00+00:00,,,ec90eb29-e776-43da-a814-0c41463ae3c9,2016,06,2016-06
467,1245.0,2016,San Diego,37,,,33.393,-117.35093,Roblar Fire,,2016-07-21 16:06:00+00:00,,,78eccd24-9fe2-4ccd-90fa-a1e0fdc19b41,2016,07,2016-07
468,1109.0,2016,Los Angeles,19,,,34.36763,-118.57245,Sage Fire,,2016-07-09 12:04:00+00:00,,,79b446a4-d809-4aa2-9f30-091a05ed697d,2016,07,2016-07
469,1080.0,2016,Tuolumne,55,2.0,,37.79635,-120.32484,Marshes Fire,92.0,2016-09-26 12:20:00+00:00,,,3a4871dc-2299-4934-8a31-b92780fe31a3,2016,09,2016-09
470,850.0,2016,Butte,4,4.0,,39.6871,-121.571,Saddle Fire,133.0,2016-09-05 16:28:00+00:00,,3.0,c94fda40-ab7a-42d1-bfc9-ca5f39fb6e7d,2016,09,2016-09
471,710.0,2016,Siskiyou,47,,,41.7813,-122.611,Grade Fire,,2016-08-24 14:55:00+00:00,1.0,5.0,a2a6199c-704a-4826-a51b-23e6ee123349,2016,08,2016-08
472,650.0,2016,Mono,26,,,37.97,-119.14,Marina Fire,,2016-06-25 06:30:00+00:00,,,1bc85249-0d96-42d7-a23f-db99bdce17a4,2016,06,2016-06
473,599.0,2016,Humboldt,12,3.0,,41.284859999999995,-123.82268,Tully Fire,174.0,2016-08-22 16:03:00+00:00,,3.0,da72b0c2-835d-42a5-8fa8-4de5442610cc,2016,08,2016-08
474,554.0,2016,Kern,15,,,34.913000000000004,118.9082,Fort Fire,,2016-07-08 11:15:00+00:00,,,fe112320-013f-434e-b66c-101234292711,2016,07,2016-07
475,550.0,2016,Butte,4,,,39.6708,-121.7192,99 Fire,,2016-08-02 14:35:00+00:00,,,e5122d1e-2bfc-4fa6-8152-da309e02c004,2016,08,2016-08
476,518.0,2016,Kern,15,,,35.2013,-118.7212,Range Fire,,2016-08-26 10:10:00+00:00,,,2656ad63-b3e1-467f-9982-0229fd31c0f5,2016,08,2016-08
477,464.0,2016,Tehama,52,,,40.0353,-122.56938999999998,Colyear Fire,,2016-06-30 13:32:00+00:00,,,69eaa890-889e-4be9-810d-3dcee8d55981,2016,06,2016-06
478,450.0,2016,Calaveras,5,,,38.1874,-120.6381,Willow Fire,,2016-08-28 13:07:00+00:00,,,db833182-22df-44cc-ba10-0901e74222bc,2016,08,2016-08
479,441.0,2016,Shasta,45,10.0,,40.36873,-122.72913,Fiddler Fire,241.0,2016-07-08 22:45:00+00:00,,1.0,67c0a269-05bb-4b4f-af22-68a1c5ac3adf,2016,07,2016-07
480,400.0,2016,Yuba,58,,,36.16965,-121.38775,Beale Fire,,2016-08-18 15:35:00+00:00,,,822c934f-11be-48a9-8e60-f3f6802ef24d,2016,08,2016-08
481,395.0,2016,Tulare,54,,,36.1648,-118.73906000000001,Tule Fire,,2016-08-22 22:00:00+00:00,,,954fb899-decb-461b-a0dd-76442e3370d3,2016,08,2016-08
482,380.0,2016,Modoc,25,,,41.4657,-120.9066,Howard Fire,,2016-09-11 14:15:00+00:00,,,97772dc4-7fde-4412-982c-974b3316e22b,2016,09,2016-09
483,372.0,2016,Amador,3,,,38.385,-121.003611,Rancho Fire,,2016-06-28 19:02:00+00:00,,,5689b708-61e8-4451-8ad6-68d9684704c6,2016,06,2016-06
484,360.0,2016,Tehama,52,6.0,,40.30594,-122.1295,Hog Fire,168.0,2016-09-13 23:10:00+00:00,,,060ef833-2d3f-47d4-a1d4-146d1b9a5928,2016,09,2016-09
485,341.0,2016,Calaveras,5,,,38.08056,-120.81393999999999,Pacheco Fire,,2016-07-12 13:14:00+00:00,,,85832754-5848-4454-84fc-8b0a9abbff40,2016,07,2016-07
486,310.0,2016,Calaveras,5,,,38.02845,-120.61153,Appaloosa Fire,,2016-07-02 14:55:00+00:00,,,902a3085-e518-4090-a2e5-20d0482b4dc2,2016,07,2016-07
487,306.0,2016,Kern,15,,,0.0,0.0,Flat Fire,,2016-09-19 14:13:00+00:00,,,376f08dc-071a-4ef5-9035-cf61b4f2fa3b,2016,09,2016-09
488,304.0,2016,Kern,15,,,35.4976,-118.5097,Havilah Fire,,2016-08-28 18:50:00+00:00,,,fa457abb-66d2-4f82-80fd-452e824e871f,2016,08,2016-08
489,300.0,2016,Sutter,51,,,39.188321,-121.78003000000001,Butte Fire,,2016-09-20 09:30:00+00:00,,,f669c502-b400-4ad9-ae95-bfd9c31f903c,2016,09,2016-09
490,278.0,2016,Fresno,10,,,36.88286,-119.654,DeWolf Fire,,2016-05-25 01:03:00+00:00,,,09ab0430-7679-494c-96d4-d7d938351cf4,2016,05,2016-05
491,277.0,2016,Yolo,57,,,38.699709999999996,-122.15456999999999,Creek Fire,,2016-06-26 15:45:00+00:00,,,eb0fe9ad-f9f5-4bde-ad34-527ffd647669,2016,06,2016-06
492,248.0,2016,Plumas,32,,,39.92,-121.32,Tobin Fire,,2016-09-26 13:23:00+00:00,,,abd0a296-217d-4a6a-9da0-5eb05f56f863,2016,09,2016-09
493,237.0,2016,San Benito,35,,,0.0,0.0,King Fire ,,2016-06-17 14:30:00+00:00,,2.0,e84f2562-1126-4255-9df4-dd7a32460e43,2016,06,2016-06
494,221.0,2016,Kern,15,,,35.68313,-118.21793000000001,Onyx Fire,,2016-07-13 17:08:00+00:00,,,0dc19167-07b3-45e6-9bad-ad070934616a,2016,07,2016-07
495,215.0,2016,Santa Barbara,42,,,34.75134,-120.55297,Washington Fire,,2016-09-22 14:20:00+00:00,,,686e1300-65d3-4e07-8a88-e5952418649b,2016,09,2016-09
496,215.0,2016,Lake,17,14.0,,39.12366,-122.50373,Reservoir Fire,350.0,2016-06-26 16:00:00+00:00,,,489cea9f-b3cb-4615-b412-5ac5724c3976,2016,06,2016-06
497,211.0,2016,Alameda,1,,,37.74369,-121.58677,Grant Fire,,2016-06-25 16:11:00+00:00,,,3822b8a2-1a89-40e8-b239-840cfcda7a1c,2016,06,2016-06
498,210.0,2016,Amador,3,,,38.26874,-120.90265,Camanche Fire,,2016-06-17 14:54:00+00:00,,,fef2ab8a-20d7-4dc3-b5c9-363aa1debef3,2016,06,2016-06
499,188.0,2016,Fresno,10,,,36.92244,-119.39618999999999,Big Fire,,2016-07-11 14:30:00+00:00,,,4cfb8712-1b45-4a2e-b0c9-6ed6ddde5657,2016,07,2016-07
500,176.0,2016,El Dorado,9,,,38.934490000000004,-120.10744,Emerald Fire,,2016-10-14 01:28:00+00:00,,,81ef7517-ab3c-4d1a-8ddd-b5d69404676f,2016,10,2016-10
501,173.0,2016,Riverside,33,,,0.0,0.0,Briggs Fire,,2016-07-12 15:20:00+00:00,,,89d10422-494e-4b60-8d52-07995447b12e,2016,07,2016-07
502,169.0,2016,Placer,31,,,38.8390117,-121.3090268,Athens Fire,,2016-05-17 15:06:00+00:00,,,e0de216a-9544-43ad-9b9f-bc05247f0550,2016,05,2016-05
503,158.0,2016,Fresno,10,,,36.84479,-119.34487,Sunny Fire,,2016-09-03 14:44:00+00:00,,,63643257-f082-4928-bf0e-77a0417a4613,2016,09,2016-09
504,156.0,2016,Los Angeles,19,,,34.275999999999996,-118.354,Wheatland Fire,,2016-05-23 14:15:00+00:00,,,ace1f464-7a70-4dcc-b8c5-d64fb1021d0e,2016,05,2016-05
505,151.0,2016,Fresno,10,,,0.0,0.0,Hills Fire,,2016-04-28 17:45:00+00:00,,,f12c92df-003f-42bc-9cb0-a15323f4166c,2016,04,2016-04
506,150.0,2016,Del Norte,8,,,37.75972,-120.02962600000001,Old Fire,,2016-09-13 13:55:00+00:00,,,f66ae0d0-837d-4ea9-a7ed-6a78d9bde940,2016,09,2016-09
507,150.0,2016,Orange,30,,,33.6542,-117.5221,Holy Fire,,2016-08-31 04:10:00+00:00,,,d045584a-8838-4d64-91dc-3ebfbcd8e708,2016,08,2016-08
508,150.0,2016,San Luis Obispo,40,,,35.619609999999994,-120.39993,Shedd Fire,,2016-05-10 16:11:00+00:00,,,1d76ca50-aa10-4f90-bd99-a80bcf2eacce,2016,05,2016-05
509,147.0,2016,San Joaquin,39,,,37.62215,-121.36665,Bird Fire,,2016-08-20 08:35:00+00:00,,,86166c24-3a85-42e3-a53a-ebb1d935fb8a,2016,08,2016-08
510,145.0,2016,Fresno,10,,,36.14161,-120.62048,Frame Fire,,2016-07-04 17:15:00+00:00,,,e55dd16e-1712-4b97-a2f3-add0877b98cd,2016,07,2016-07
511,140.0,2016,Stanislaus,50,,,0.0,0.0,Maze Fire,,2016-08-04 15:45:00+00:00,,,380634ff-2fe6-48b0-a1f6-97a889551d2f,2016,08,2016-08
512,139.0,2016,Riverside,33,,,33.476894,-117.140883,Temecula Fire,,2016-06-04 11:40:00+00:00,,,403e6185-c0e1-4b8f-a290-b50553a47b67,2016,06,2016-06
513,138.0,2016,Kern,15,,,35.607479999999995,-118.94811000000001,Famoso Fire,,2016-07-15 23:55:00+00:00,,,73083049-8bc2-4444-911b-f3d0812fb70c,2016,07,2016-07
514,132.0,2016,Fresno,10,,,36.787690000000005,-119.38248,Avocado Fire,,2016-05-15 16:38:00+00:00,,,f1769b9d-c522-4a0d-92a7-f9c8321b9f1d,2016,05,2016-05
515,130.0,2016,Butte,4,,,39.4403,-121.42647,Bangor Fire,,2016-09-22 11:45:00+00:00,,,b4940174-75d0-4f5e-b505-4a66c17a9157,2016,09,2016-09
516,123.0,2016,Fresno,10,,,37.0099,-119.5792,Green Fire,,2016-07-15 16:45:00+00:00,,,a32de567-3d32-434a-9128-7947deaec3bb,2016,07,2016-07
517,122.0,2016,Mono,26,,,0.0,0.0,Rock Creek Fire,,2016-08-05 15:45:00+00:00,,,0539e095-5108-4b9a-8736-65772440e9e8,2016,08,2016-08
518,120.0,2016,Stanislaus,50,,,37.17072,-121.42238,Coe Fire,,2016-06-07 16:30:00+00:00,,,648cfdd4-f3f5-4faf-8ab1-a6f2cb5d9a6c,2016,06,2016-06
519,114.0,2016,Santa Clara,43,,,37.41896,-121.79668999999998,Sierra Fire,,2016-07-30 17:25:00+00:00,,,4c88252e-34a5-4912-a590-2c4539866c62,2016,07,2016-07
520,112.0,2016,Butte,4,,,39.595,-121.6008,Coal Fire,,2016-06-20 16:38:00+00:00,,,5f422963-a30c-4cda-9427-7a0e028b6039,2016,06,2016-06
521,103.0,2016,Madera,20,,,37.256009999999996,-119.65776000000001,Broken Fire,,2016-07-04 11:53:00+00:00,,,8e920d15-72f4-4e76-a3b4-22a364d6cf19,2016,07,2016-07
522,100.0,2016,Shasta,45,,,40.0,-121.93923000000001,Cow Fire,,2016-09-25 07:15:00+00:00,,,8a4c92b3-c1aa-41e0-aaed-999d73f0a418,2016,09,2016-09
523,100.0,2016,Santa Clara,43,,,0.0,0.0,Bailey Fire,,2016-08-17 15:19:00+00:00,,,40dec759-8a09-439c-8c95-14b4a248c033,2016,08,2016-08
524,100.0,2016,Kern,15,,,35.24504,-118.60343999999999,Hart Fire,,2016-08-04 17:10:00+00:00,,,f645bf93-57a3-4fdf-9544-d255f8311dc9,2016,08,2016-08
525,100.0,2016,Stanislaus,50,,,0.0,0.0,Diablo Fire,,2016-08-03 16:08:00+00:00,,,e952af56-3233-4e53-b611-d437220ea750,2016,08,2016-08
526,100.0,2016,Monterey,27,,,35.85093,-120.81081,Bradley Fire,,2016-07-22 15:15:00+00:00,,,947aab39-3d8a-4841-8fc3-d129d8bbf6a3,2016,07,2016-07
527,100.0,2016,San Diego,37,,,32.9612,-116.7945,Feather Fire,,2016-07-18 13:08:00+00:00,,,d96a2f4f-8e4d-4534-abe2-d90530e2bbc3,2016,07,2016-07
528,95.0,2016,San Benito,35,,,5487.0,-120.841536,Mercury Fire,,2016-07-09 12:43:00+00:00,,,2a04ab08-1412-4a3d-b6b2-7e5fc48f99e5,2016,07,2016-07
529,91.0,2016,Butte,4,,,39.33035,-121.78973,Dunstone Fire,,2016-05-27 13:43:00+00:00,,,5080eb51-53e5-4338-95ec-618efe2bd7d1,2016,05,2016-05
530,88.0,2016,Butte,4,,,39.79547,-121.71661999999999,Santos Fire,,2016-08-26 15:30:00+00:00,,,c55cc099-43f6-4a55-81b4-59ee03618511,2016,08,2016-08
531,88.0,2016,Tehama,52,,,40.07846,-122.2071,Flores Fire,,2016-07-01 13:54:00+00:00,,,f88a7291-9122-49fa-864d-b807fa360393,2016,07,2016-07
532,88.0,2016,Placer,31,,,38.86804,-121.37704,Moore Fire,,2016-06-21 12:24:00+00:00,,,d570e949-a098-4af0-84a4-d70c4a0e89c9,2016,06,2016-06
533,87.0,2016,Sacramento,34,,,38.517771999999994,-121.103642,Scott Fire,,2016-07-10 15:30:00+00:00,,,fbe85bec-6399-442f-8a3f-ca4a25bb2b3b,2016,07,2016-07
534,86.0,2016,San Luis Obispo,40,,,35.70821,-120.82266000000001,Frazier Fire,,2016-06-27 12:07:00+00:00,,,42fbaa73-e3c8-44ac-bf83-a576be6a804f,2016,06,2016-06
535,85.0,2016,Madera,20,,,37.3228,-119.7738,Grub Fire,,2016-08-04 14:13:00+00:00,,,8505d2db-7c6f-445e-9bff-407e99cac614,2016,08,2016-08
536,85.0,2016,Tuolumne,55,3.0,,37.927613,-120.52883600000001,Tulloch Fire,,2016-05-30 15:10:00+00:00,,,ffec404e-dea9-4175-8c50-8f2b0ca3efdd,2016,05,2016-05
537,84.0,2016,Yolo,57,,,38.8866,-122.04726000000001,Dunnigan Fire,,2016-07-15 14:00:00+00:00,,,b6b6ef56-0d7f-4c97-b072-74b712aa1e65,2016,07,2016-07
538,83.0,2016,Calaveras,5,,,0.0,0.0,Cheyenne Fire,,2016-06-15 12:46:00+00:00,1.0,2.0,a56880f1-16c0-4d23-8f5a-b9ac436694bb,2016,06,2016-06
539,83.0,2016,San Benito,35,,,36.499140000000004,-121.04993,Old Fire,,2016-06-12 12:45:00+00:00,,,fb7d6492-444e-420c-9111-0f8999d3af04,2016,06,2016-06
540,80.0,2016,Tehama,52,,,40.19611,-122.26736000000001,Baker Fire,,2016-08-03 17:27:00+00:00,,,140161a1-ca06-448a-87f2-27e688b2d922,2016,08,2016-08
541,80.0,2016,Madera,20,,,0.0,0.0,Serpa Fire,,2016-07-21 12:53:00+00:00,,,3e9fd887-dc53-4d90-a8b4-492670fcab8f,2016,07,2016-07
542,80.0,2016,Tehama,52,,,39.7947,-121.85700000000001,Hoag Fire,,2016-06-11 14:30:00+00:00,,,10a8344d-e2c6-4585-8094-bbb30e48db8c,2016,06,2016-06
543,78.0,2016,Ventura,56,,,36.92244,-119.39618999999999,Sherwood Fire,,2016-07-13 15:52:00+00:00,,,69b7a19e-7be7-43c1-8779-c7110b22f552,2016,07,2016-07
544,75.0,2016,Shasta,45,,,40.68192,-122.4096,Lake Fire,,2016-09-10 15:45:00+00:00,,,47ee7239-2bc9-4794-8582-982a92fdda9f,2016,09,2016-09
545,70.0,2016,Fresno,10,,,36.6543,-119.5327,Newmark Fire,,2016-09-23 12:40:00+00:00,,,2e8eb057-1d9a-41a7-ab9f-9b85ce3374c4,2016,09,2016-09
546,70.0,2016,Monterey,27,,,36.2833,-121.3306,Arroyo Fire,,2016-06-18 16:47:00+00:00,,,ae6a40fa-c0f3-460b-8e19-fbf4b5803bb8,2016,06,2016-06
547,70.0,2016,San Diego,37,,,33.41639,-117.08828999999999,Pala Fire,250.0,2016-05-31 13:48:00+00:00,,7.0,c88af25d-aff4-4b20-9c58-0b819c8ae99a,2016,05,2016-05
548,69.0,2016,Lake,17,,,39.0863,-122.7891,Foothill Fire,14.0,2016-07-19 17:16:00+00:00,,,6a75dc36-9f37-4c3a-870d-345f94a8104c,2016,07,2016-07
549,65.0,2016,Napa,28,4.0,,38.40958,-122.43172,Creek Fire,86.0,2016-10-10 16:13:00+00:00,,,3135c367-1274-4cc4-9152-661f6fd7707e,2016,10,2016-10
550,61.0,2016,Kern,15,,,35.77135,-120.251,Cotton Fire,,2016-06-11 15:04:00+00:00,,,bae93037-2a91-4189-b256-3325cd2b6979,2016,06,2016-06
551,57.0,2016,Solano,48,,,38.33475,-122.02564,Oak Fire,,2016-07-22 13:01:00+00:00,,,dc7637b2-fa97-47c7-bbce-c0fd1a015592,2016,07,2016-07
552,57.0,2016,Calaveras,5,,,37.98171,-120.64241000000001,Baker Fire,,2016-07-21 15:06:00+00:00,,,2dae3029-2d17-445a-9fac-e95345b179e0,2016,07,2016-07
553,56.0,2016,Siskiyou,47,,,0.0,0.0,Mill Fire,,2016-05-19 15:37:00+00:00,,,89ca911c-b44f-40d4-b10e-0a7ae0ca33b7,2016,05,2016-05
554,52.0,2016,Monterey,27,,,36.1934,-120.9293,Lowe Fire,,2016-06-23 17:57:00+00:00,,,61556003-7789-4b9e-8f16-5563624b4621,2016,06,2016-06
555,50.0,2016,Mendocino,23,,,39.7299,-123.5044,Ruff Fire ,,2016-09-10 14:06:00+00:00,,,2a2e0af5-24d7-4903-bab4-3705f5d788fb,2016,09,2016-09
556,50.0,2016,San Bernardino,36,,,34.3183,-117.3189,Spring Fire,,2016-09-07 16:53:00+00:00,,,324a3c48-efcc-4385-ab87-baf0b5e29b5d,2016,09,2016-09
557,50.0,2016,El Dorado,9,,,38.79549,-121.00299,Storksbill Fire,,2016-07-22 13:15:00+00:00,,,f273dffb-e1eb-48dc-b0f9-908857e78095,2016,07,2016-07
558,50.0,2016,Ventura,56,,,0.0,0.0,Casitas Fire,,2016-04-28 19:00:00+00:00,,,867bead0-b6a5-4ec4-a4de-83af2e854cd1,2016,04,2016-04
559,49.0,2016,Butte,4,,,39.43351,-121.6051,70 Fire,,2016-06-21 15:09:00+00:00,,,6b542aff-fa1b-46fc-b3da-26c1afdbc446,2016,06,2016-06
560,47.0,2016,Nevada,29,,,39.20427,-121.05948000000001,Auburn Fire,,2016-09-17 13:40:00+00:00,,,1f8b3267-c3bd-43f5-9733-2b30c97d45ee,2016,09,2016-09
561,47.0,2016,Orange,30,,,33.578720000000004,-117.77395,Laguna Fire,,2016-06-26 13:10:00+00:00,,,c27c5212-1891-4105-86ee-9f97016ef159,2016,06,2016-06
562,45.0,2016,Amador,3,5.0,,38.5212,-120.8416,Bell Fire,150.0,2016-09-23 13:12:00+00:00,,,0bf08653-1441-4e73-b24b-1296afb12b45,2016,09,2016-09
563,45.0,2016,Lake,17,,,36.099740000000004,-120.51057,Kugelman Fire,,2016-08-09 17:30:00+00:00,,,28b9dc5f-f9c0-41fb-81d6-8db562122f00,2016,08,2016-08
564,45.0,2016,Ventura,56,,,34.27619,-118.63264,Kuehner Fire,,2016-07-01 14:00:00+00:00,,,174608a2-14fd-4278-9811-cb7e5e5a3883,2016,07,2016-07
565,43.0,2016,Tehama,52,,,39.93965,-122.40142,Paskenta Fire,,2016-06-21 10:26:00+00:00,,,b1b2a50c-c131-4be2-9398-8adee38c1c19,2016,06,2016-06
566,43.0,2016,Kern,15,,,0.0,0.0,Walker Fire,,2016-05-30 17:57:00+00:00,,,b5699308-b26c-4e76-9954-219b58468d8e,2016,05,2016-05
567,42.0,2016,Lassen,18,,,0.0,0.0,Dockery Fire,,2016-07-30 16:25:00+00:00,,,17a944b9-c8b8-4486-8d71-89d713bd538b,2016,07,2016-07
568,40.0,2016,Sacramento,34,,,38.558,-121.1309,Boys Fire,,2016-09-11 11:25:00+00:00,,,2d2aa30d-5c3f-4f46-97eb-54b63bec7f3a,2016,09,2016-09
569,40.0,2016,Riverside,33,,,0.0,0.0,Evergreen Fire,,2016-08-28 15:23:00+00:00,,,c531ed84-0c29-4d31-94cf-f48d71d96eed,2016,08,2016-08
570,40.0,2016,Contra Costa,7,,,38.012640000000005,-122.1885,Franklin Fire,,2016-07-24 16:30:00+00:00,,,416155ea-f8ff-43cf-abf0-e888584bf5bc,2016,07,2016-07
571,38.0,2016,Nevada,29,,,39.39051,-120.51886999999999,Phoenix Fire,,2016-09-07 15:09:00+00:00,,,af8f8070-a3d6-4ca2-8e2b-6da1049a5bea,2016,09,2016-09
572,38.0,2016,Madera,20,,,37.24006,-119.4741,Fork Fire,,2016-07-29 17:55:00+00:00,,,7066c984-1420-4c59-b175-9536da4c5d14,2016,07,2016-07
573,36.0,2016,Mendocino,23,,,39.8748511,-123.42670109999999,Mina Fire,,2016-08-30 13:35:00+00:00,,,b44c3b1e-b243-455e-9ca9-9a1b5570e003,2016,08,2016-08
574,36.0,2016,Lake,17,,,38.68403,-122.26015,Knoxville Fire,,2016-08-09 18:50:00+00:00,,,ef4185e8-9b3a-421f-9fae-a0b954b0b3c0,2016,08,2016-08
575,35.0,2016,San Diego,37,,,33.22558,-117.14546999999999,Gopher Fire,,2016-08-10 09:14:00+00:00,,,4f623d67-d74b-4e8f-92f4-ed728970e20e,2016,08,2016-08
576,35.0,2016,Shasta,45,,,40.61213,-122.47091,Mountain Fire,,2016-08-09 12:14:00+00:00,,,93995926-26b0-4158-9f93-fec263f40b47,2016,08,2016-08
577,35.0,2016,Butte,4,,,0.0,0.0,Neal Fire,,2016-07-28 14:27:00+00:00,,,fe371090-80be-43fe-9d40-761fe436de7e,2016,07,2016-07
578,35.0,2016,Calaveras,5,,,37.96311,-120.67335,Stagecoach Fire,,2016-07-12 15:19:00+00:00,,,eb9d05b5-7578-44bf-9eb1-3ddba425ff20,2016,07,2016-07
579,33.0,2016,Calaveras,5,,,38.22017,-120.8678,Campo Fire,,2016-06-27 18:00:00+00:00,,,2225d427-97d7-4d71-a83a-814f38a1c947,2016,06,2016-06
580,32.0,2016,Siskiyou,47,,,41.6314,-122.7933,Moffett Fire,,2016-09-12 16:28:00+00:00,,,ed16bf52-f886-4384-b841-2e755234aa29,2016,09,2016-09
581,32.0,2016,Tuolumne,55,,,37.81434,-120.69521,Frymire Fire,,2016-07-30 17:25:00+00:00,,,f4026428-ad5a-42c7-b68e-959554a31343,2016,07,2016-07
582,32.0,2016,Sacramento,34,,,38.3131,-121.06452,Clay Fire,,2016-06-03 16:57:00+00:00,,,c5d590f0-97fe-4ac3-987d-ebceed6dbfc2,2016,06,2016-06
583,30.0,2016,Butte,4,,,39.8851,-121.6998,Old Fire,,2016-09-16 23:28:00+00:00,,,69e1a36d-21ab-4feb-b31c-dbfac4bf62d1,2016,09,2016-09
584,30.0,2016,Inyo,14,,,36.58972,-118.15588999999999,Lone Pine Fire,,2016-07-01 12:56:00+00:00,,,6f07d935-7d64-4be8-8e96-d34384686bf8,2016,07,2016-07
