UniqueId,Year-Month,Counties,AcresBurned,MEDIAN_TMAX,cum_prcp,COUNTY_Alameda,COUNTY_Alpine,COUNTY_Amador,COUNTY_Butte,COUNTY_Calaveras,COUNTY_Colusa,COUNTY_ContraCosta,COUNTY_DelNorte,COUNTY_ElDorado,COUNTY_Fresno,COUNTY_Glenn,COUNTY_Humboldt,COUNTY_Inyo,COUNTY_Kern,COUNTY_Kings,COUNTY_Lake,COUNTY_Lassen,COUNTY_LosAngeles,COUNTY_Madera,COUNTY_Marin,COUNTY_Mariposa,COUNTY_Mendocino,COUNTY_Merced,COUNTY_Modoc,COUNTY_Mono,COUNTY_Monterey,COUNTY_Napa,COUNTY_Nevada,COUNTY_Orange,COUNTY_Placer,COUNTY_Plumas,COUNTY_Riverside,COUNTY_Sacramento,COUNTY_SanBenito,COUNTY_SanBernardino,COUNTY_SanDiego,COUNTY_SanJoaquin,COUNTY_SanLuisObispo,COUNTY_SanMateo,COUNTY_SantaBarbara,COUNTY_SantaClara,COUNTY_SantaCruz,COUNTY_Shasta,COUNTY_Siskiyou,COUNTY_Solano,COUNTY_Sonoma,COUNTY_Trinity,COUNTY_Tuolumne,COUNTY_Ventura,COUNTY_Yolo,COUNTY_Yuba,Month_x_1,Month_x_2,Month_x_3,Month_x_4,Month_x_5,Month_x_6,Month_x_7,Month_x_8,Month_x_9,Month_x_10,Month_x_11,Month_x_12,PC 1,PC 2,PC 3,Class
ca1227b3-1458-44c9-b32e-2994e309f940,2016-11,LosAngeles,4824.0,73.0,8.4466312952542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.9403054128130024,1.5864738824051712,1.2579006593818358,0
2dfac408-d2ab-4ff9-94aa-91be9d07bb59,2016-09,SantaClara,4474.0,80.45,15.995736232292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.78539401094235,-0.2932356998018582,0.08511602938065396,2
a0950d5e-6f35-4023-bb60-6737146ba7bd,2016-08,Lake,3929.0,92.0,26.7875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.3712305882447389,-1.5125191551280854,0.19386798378397072,2
55fa95e6-f09e-42c4-889b-a4b5b63dccf2,2016-05,Monterey,3876.0,69.0,14.2797105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.7951432625948245,2.146250437742311,-0.3644221842095928,0
50f908c4-841a-4125-8563-5c3e1866ff8a,2016-05,SanLuisObispo,3712.0,75.05,11.6678787878788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8264921109818545,1.7378875018280264,-0.22887761845156337,0
423df2bd-4464-44e0-8b8a-74f953613287,2016-07,Fresno,2944.0,92.4,11.3355256410256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.4320331302070233,0.1232989145470068,0.8960414544298514,3
103e1cb6-0a02-4ca8-8739-4cf77b5d1c98,2016-06,Siskiyou,2860.0,80.3521739130435,17.7649592074592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.12152943549804171,0.2650183760784545,-1.401154723451841,1
afa76746-3e42-48ed-bff6-e65ef40c6037,2016-08,Mono,2819.0,79.9,15.0283333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9530173161403066,-0.15105757779615275,1.6004689938548886,0
92c20948-6ff6-4a2c-b13f-32c75e71b16c,2016-09,Modoc,2652.0,72.8,15.0081616161616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0378622303786524,-0.28888259748948436,1.4953949559657134,0
1243f711-c29f-4bc3-a7e7-c705a6fc40f2,2016-09,Lassen,2575.0,75.85,13.4688333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7796601680721564,-0.2983765173278244,0.6796219877695402,2
