,STATION,NAME,LATITUDE,LONGITUDE,DATE,PRCP,TMAX,COUNTY
620,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2013-04,0.1,63.8,LASSEN_COUNTY.csv
621,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2013-05,0.15,70.4,LASSEN_COUNTY.csv
622,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2013-06,0.53,80.0,LASSEN_COUNTY.csv
623,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2013-07,0.8,90.3,LASSEN_COUNTY.csv
624,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2013-08,0.8,84.4,LASSEN_COUNTY.csv
625,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2013-09,0.08,76.9,LASSEN_COUNTY.csv
626,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2013-10,0.24,66.5,LASSEN_COUNTY.csv
627,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2013-11,0.63,54.0,LASSEN_COUNTY.csv
628,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2013-12,0.1,38.4,LASSEN_COUNTY.csv
629,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2014-01,0.86,51.2,LASSEN_COUNTY.csv
630,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2014-02,1.29,51.9,LASSEN_COUNTY.csv
631,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2014-03,2.12,55.3,LASSEN_COUNTY.csv
632,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2014-04,0.82,64.5,LASSEN_COUNTY.csv
633,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2014-05,0.93,72.7,LASSEN_COUNTY.csv
634,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2014-06,0.1,81.1,LASSEN_COUNTY.csv
635,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2014-07,0.0,91.3,LASSEN_COUNTY.csv
636,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2014-08,1.04,84.8,LASSEN_COUNTY.csv
637,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2014-09,0.0,79.7,LASSEN_COUNTY.csv
638,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2014-10,0.44,70.9,LASSEN_COUNTY.csv
639,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2014-11,1.11,54.6,LASSEN_COUNTY.csv
640,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2014-12,5.03,45.7,LASSEN_COUNTY.csv
641,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2015-01,0.0,48.2,LASSEN_COUNTY.csv
642,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2015-02,3.58,56.4,LASSEN_COUNTY.csv
643,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2015-03,0.13,62.1,LASSEN_COUNTY.csv
644,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2015-04,0.25,63.2,LASSEN_COUNTY.csv
645,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2015-05,3.05,69.4,LASSEN_COUNTY.csv
646,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2015-06,0.42,86.4,LASSEN_COUNTY.csv
647,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2015-07,0.9,86.0,LASSEN_COUNTY.csv
648,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2015-08,0.0,87.1,LASSEN_COUNTY.csv
649,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2015-09,0.0,82.1,LASSEN_COUNTY.csv
650,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2015-10,0.72,71.7,LASSEN_COUNTY.csv
651,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2015-11,1.56,48.4,LASSEN_COUNTY.csv
652,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2015-12,2.66,41.7,LASSEN_COUNTY.csv
653,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2016-01,4.43,41.4,LASSEN_COUNTY.csv
654,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2016-02,0.84,53.6,LASSEN_COUNTY.csv
655,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2016-03,2.39,56.2,LASSEN_COUNTY.csv
656,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2016-04,1.08,65.7,LASSEN_COUNTY.csv
657,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2016-05,1.22,68.7,LASSEN_COUNTY.csv
658,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2016-06,0.05,82.1,LASSEN_COUNTY.csv
659,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2016-07,0.0,87.6,LASSEN_COUNTY.csv
660,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2016-08,0.0,89.2,LASSEN_COUNTY.csv
661,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2016-09,0.0,80.9,LASSEN_COUNTY.csv
662,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2016-10,3.45,64.9,LASSEN_COUNTY.csv
663,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2016-11,1.08,55.3,LASSEN_COUNTY.csv
664,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2016-12,2.65,43.2,LASSEN_COUNTY.csv
665,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2017-01,6.61,36.6,LASSEN_COUNTY.csv
666,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2017-02,7.21,45.5,LASSEN_COUNTY.csv
667,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2017-03,2.44,55.9,LASSEN_COUNTY.csv
668,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2017-04,2.51,58.8,LASSEN_COUNTY.csv
669,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2017-05,0.31,72.5,LASSEN_COUNTY.csv
670,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2017-06,0.17,82.6,LASSEN_COUNTY.csv
671,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2017-07,0.0,89.8,LASSEN_COUNTY.csv
672,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2017-08,0.95,89.7,LASSEN_COUNTY.csv
673,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2017-09,0.15,78.0,LASSEN_COUNTY.csv
674,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2017-10,0.6,66.8,LASSEN_COUNTY.csv
675,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2017-11,2.09,54.3,LASSEN_COUNTY.csv
676,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2017-12,0.27,45.0,LASSEN_COUNTY.csv
677,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2018-01,2.23,48.1,LASSEN_COUNTY.csv
678,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2018-02,0.19,49.3,LASSEN_COUNTY.csv
679,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2018-03,1.53,49.7,LASSEN_COUNTY.csv
680,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2018-04,1.96,61.4,LASSEN_COUNTY.csv
681,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2018-05,1.44,71.6,LASSEN_COUNTY.csv
682,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2018-06,0.15,80.1,LASSEN_COUNTY.csv
683,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2018-07,0.0,90.7,LASSEN_COUNTY.csv
684,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2018-08,0.0,87.6,LASSEN_COUNTY.csv
685,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2018-09,0.0,79.6,LASSEN_COUNTY.csv
686,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2018-10,0.55,65.5,LASSEN_COUNTY.csv
687,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2018-11,1.27,53.8,LASSEN_COUNTY.csv
688,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2018-12,1.35,42.6,LASSEN_COUNTY.csv
689,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2019-01,3.78,44.4,LASSEN_COUNTY.csv
690,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2019-02,6.46,40.1,LASSEN_COUNTY.csv
691,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2019-03,1.96,49.6,LASSEN_COUNTY.csv
692,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2019-04,0.88,64.3,LASSEN_COUNTY.csv
693,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2019-05,1.22,67.0,LASSEN_COUNTY.csv
694,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2019-06,0.42,79.2,LASSEN_COUNTY.csv
695,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2019-07,0.0,86.3,LASSEN_COUNTY.csv
696,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2019-08,0.0,87.7,LASSEN_COUNTY.csv
697,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2019-09,1.4,74.5,LASSEN_COUNTY.csv
698,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2019-10,0.0,62.1,LASSEN_COUNTY.csv
699,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2019-11,0.1,56.7,LASSEN_COUNTY.csv
700,USC00048702,"SUSANVILLE 2 SW, CA US",40.4167,-120.6631,2019-12,3.31,42.5,LASSEN_COUNTY.csv
1397,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2012-01,2.81,65.0,Santa Cruz.csv
1398,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2012-02,0.65,64.3,Santa Cruz.csv
1399,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2012-03,4.13,63.5,Santa Cruz.csv
1400,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2012-04,3.13,67.6,Santa Cruz.csv
1401,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2012-05,0.01,69.1,Santa Cruz.csv
1402,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2012-06,0.2,71.5,Santa Cruz.csv
1403,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2012-07,0.04,68.9,Santa Cruz.csv
1404,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2012-08,0.0,71.0,Santa Cruz.csv
1405,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2012-09,0.0,68.9,Santa Cruz.csv
1406,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2012-10,0.41,75.6,Santa Cruz.csv
1407,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2012-11,2.98,69.2,Santa Cruz.csv
1408,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2012-12,7.9,59.4,Santa Cruz.csv
1409,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2013-01,0.72,62.1,Santa Cruz.csv
1410,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2013-02,0.54,62.8,Santa Cruz.csv
1411,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2013-03,0.53,67.2,Santa Cruz.csv
1412,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2013-04,0.8,69.5,Santa Cruz.csv
1413,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2013-05,0.0,71.7,Santa Cruz.csv
1414,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2013-06,0.04,72.6,Santa Cruz.csv
1415,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2013-07,0.01,69.5,Santa Cruz.csv
1416,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2013-08,0.0,72.8,Santa Cruz.csv
1417,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2013-09,0.06,77.2,Santa Cruz.csv
1418,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2013-10,0.05,72.1,Santa Cruz.csv
1419,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2013-11,0.46,69.9,Santa Cruz.csv
1420,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2013-12,0.33,66.3,Santa Cruz.csv
1421,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2014-01,0.05,71.7,Santa Cruz.csv
1422,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2014-02,4.74,63.5,Santa Cruz.csv
1423,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2014-03,2.54,68.8,Santa Cruz.csv
1424,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2014-04,1.66,68.9,Santa Cruz.csv
1425,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2014-05,0.02,76.2,Santa Cruz.csv
1426,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2014-06,0.0,69.8,Santa Cruz.csv
1427,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2014-07,0.05,72.8,Santa Cruz.csv
1428,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2014-08,0.01,72.6,Santa Cruz.csv
1429,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2014-09,0.31,73.3,Santa Cruz.csv
1430,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2014-10,0.39,77.8,Santa Cruz.csv
1431,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2014-11,3.31,69.8,Santa Cruz.csv
1432,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2014-12,10.15,63.2,Santa Cruz.csv
1433,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2015-01,0.0,69.2,Santa Cruz.csv
1434,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2015-02,2.14,70.1,Santa Cruz.csv
1435,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2015-03,0.67,73.1,Santa Cruz.csv
1436,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2015-04,1.17,68.8,Santa Cruz.csv
1437,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2015-05,0.19,65.9,Santa Cruz.csv
1438,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2015-06,0.0,70.9,Santa Cruz.csv
1439,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2015-07,0.05,75.3,Santa Cruz.csv
1440,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2015-08,0.07,78.0,Santa Cruz.csv
1441,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2015-09,0.0,82.3,Santa Cruz.csv
1442,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2015-10,0.06,79.7,Santa Cruz.csv
1443,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2015-11,3.43,68.8,Santa Cruz.csv
1444,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2015-12,5.0,61.9,Santa Cruz.csv
1445,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2016-01,8.41,62.3,Santa Cruz.csv
1446,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2016-02,1.3,72.9,Santa Cruz.csv
1447,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2016-03,8.04,68.1,Santa Cruz.csv
1448,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2016-04,0.85,73.1,Santa Cruz.csv
1449,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2016-05,0.0,68.5,Santa Cruz.csv
1450,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2016-06,0.01,75.3,Santa Cruz.csv
1451,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2016-07,0.01,74.1,Santa Cruz.csv
1452,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2016-08,0.06,74.2,Santa Cruz.csv
1453,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2016-09,0.0,75.6,Santa Cruz.csv
1454,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2016-10,4.21,72.8,Santa Cruz.csv
1455,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2016-11,2.18,69.3,Santa Cruz.csv
1456,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2016-12,4.85,61.0,Santa Cruz.csv
1457,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2017-01,12.39,58.7,Santa Cruz.csv
1458,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2017-02,9.76,62.4,Santa Cruz.csv
1459,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2017-03,3.18,68.3,Santa Cruz.csv
1460,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2017-04,3.0,67.9,Santa Cruz.csv
1461,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2017-05,0.06,69.2,Santa Cruz.csv
1462,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2017-06,0.08,71.9,Santa Cruz.csv
1463,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2017-07,0.0,71.4,Santa Cruz.csv
1464,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2017-08,0.0,72.3,Santa Cruz.csv
1465,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2017-09,0.13,79.5,Santa Cruz.csv
1466,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2017-10,0.05,78.3,Santa Cruz.csv
1467,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2017-11,2.01,70.4,Santa Cruz.csv
1468,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2017-12,0.0,68.8,Santa Cruz.csv
1469,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2018-01,3.3,63.7,Santa Cruz.csv
1470,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2018-02,0.2,68.4,Santa Cruz.csv
1471,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2018-03,7.25,64.4,Santa Cruz.csv
1472,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2018-04,2.06,66.6,Santa Cruz.csv
1473,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2018-05,0.04,66.3,Santa Cruz.csv
1474,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2018-06,0.0,71.6,Santa Cruz.csv
1475,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2018-07,0.02,72.8,Santa Cruz.csv
1476,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2018-08,0.0,70.8,Santa Cruz.csv
1477,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2018-09,0.0,71.3,Santa Cruz.csv
1478,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2018-10,0.1,77.0,Santa Cruz.csv
1479,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2018-11,3.7,73.1,Santa Cruz.csv
1480,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2018-12,2.65,64.4,Santa Cruz.csv
1481,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2019-01,5.23,64.4,Santa Cruz.csv
1482,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2019-02,7.37,59.7,Santa Cruz.csv
1483,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2019-03,5.07,66.1,Santa Cruz.csv
1484,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2019-04,0.38,70.1,Santa Cruz.csv
1485,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2019-05,1.87,65.6,Santa Cruz.csv
1486,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2019-06,0.09,71.9,Santa Cruz.csv
1487,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2019-07,0.01,71.1,Santa Cruz.csv
1488,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2019-08,0.02,74.1,Santa Cruz.csv
1489,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2019-09,0.01,79.1,Santa Cruz.csv
1490,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2019-10,0.0,76.8,Santa Cruz.csv
1491,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2019-11,0.56,69.0,Santa Cruz.csv
1492,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,2019-12,10.09,59.6,Santa Cruz.csv
2030,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,2012-07,0.02,87.9,Santa Cruz.csv
2031,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,2012-08,0.0,91.4,Santa Cruz.csv
2032,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,2012-09,0.02,88.0,Santa Cruz.csv
