,STATION,NAME,LATITUDE,LONGITUDE,DATE,PRCP,TMAX,COUNTY
19697,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2014-03,1.53,70.4,MONTEREY_COUNTY.csv
19698,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2014-04,0.92,69.8,MONTEREY_COUNTY.csv
19699,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2014-05,0.01,73.4,MONTEREY_COUNTY.csv
19700,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2014-06,0.0,68.6,MONTEREY_COUNTY.csv
19701,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2014-07,0.02,73.1,MONTEREY_COUNTY.csv
19702,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2014-08,0.0,73.6,MONTEREY_COUNTY.csv
19703,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2014-09,0.15,74.5,MONTEREY_COUNTY.csv
19704,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2014-10,0.65,78.8,MONTEREY_COUNTY.csv
19705,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2014-11,2.33,69.9,MONTEREY_COUNTY.csv
19706,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2014-12,7.45,63.2,MONTEREY_COUNTY.csv
19707,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2015-01,0.0,69.7,MONTEREY_COUNTY.csv
19708,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2015-02,1.01,70.3,MONTEREY_COUNTY.csv
19709,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2015-03,0.42,73.7,MONTEREY_COUNTY.csv
19710,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2015-04,0.68,68.4,MONTEREY_COUNTY.csv
19711,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2015-05,0.27,66.0,MONTEREY_COUNTY.csv
19712,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2015-06,0.15,70.6,MONTEREY_COUNTY.csv
19713,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2015-07,0.07,75.1,MONTEREY_COUNTY.csv
19714,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2015-08,0.05,77.9,MONTEREY_COUNTY.csv
19715,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2015-09,0.0,79.9,MONTEREY_COUNTY.csv
19716,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2015-10,0.23,78.5,MONTEREY_COUNTY.csv
19718,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2015-12,3.03,60.1,MONTEREY_COUNTY.csv
19719,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2016-01,5.66,61.5,MONTEREY_COUNTY.csv
19720,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2016-02,0.7,72.4,MONTEREY_COUNTY.csv
19721,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2016-03,4.36,67.4,MONTEREY_COUNTY.csv
19722,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2016-04,0.67,71.4,MONTEREY_COUNTY.csv
19723,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2016-05,0.14,68.3,MONTEREY_COUNTY.csv
19724,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2016-06,0.01,71.9,MONTEREY_COUNTY.csv
19725,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2016-07,0.0,69.5,MONTEREY_COUNTY.csv
19726,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2016-08,0.05,69.4,MONTEREY_COUNTY.csv
19727,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2016-09,0.0,75.4,MONTEREY_COUNTY.csv
19729,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2016-11,1.5,68.9,MONTEREY_COUNTY.csv
19730,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2017-01,7.8,59.4,MONTEREY_COUNTY.csv
19731,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2017-02,5.95,63.3,MONTEREY_COUNTY.csv
19732,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2017-03,1.98,68.5,MONTEREY_COUNTY.csv
19733,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2017-04,1.47,69.6,MONTEREY_COUNTY.csv
19734,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2017-05,0.03,69.7,MONTEREY_COUNTY.csv
19735,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2017-06,0.07,70.6,MONTEREY_COUNTY.csv
19736,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2017-09,0.08,80.4,MONTEREY_COUNTY.csv
19737,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2017-10,0.25,77.8,MONTEREY_COUNTY.csv
19738,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2017-11,1.07,70.3,MONTEREY_COUNTY.csv
19739,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2017-12,0.1,67.8,MONTEREY_COUNTY.csv
19740,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2018-02,0.17,67.4,MONTEREY_COUNTY.csv
19741,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2018-03,3.47,66.3,MONTEREY_COUNTY.csv
19742,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2018-04,2.65,67.0,MONTEREY_COUNTY.csv
19743,USC00047668,"SALINAS NUMBER 2, CA US",36.6594,-121.6663,2018-05,0.09,65.9,MONTEREY_COUNTY.csv
19794,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2013-01,0.86,58.1,MONTEREY_COUNTY.csv
19795,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2013-02,0.79,56.8,MONTEREY_COUNTY.csv
19796,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2013-03,1.06,59.3,MONTEREY_COUNTY.csv
19797,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2013-04,0.31,61.9,MONTEREY_COUNTY.csv
19798,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2013-05,0.0,64.5,MONTEREY_COUNTY.csv
19799,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2013-06,0.06,66.3,MONTEREY_COUNTY.csv
19800,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2013-07,0.0,65.9,MONTEREY_COUNTY.csv
19801,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2013-08,0.12,67.3,MONTEREY_COUNTY.csv
19802,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2013-09,0.04,69.2,MONTEREY_COUNTY.csv
19803,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2013-10,0.45,63.8,MONTEREY_COUNTY.csv
19804,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2013-11,0.39,62.4,MONTEREY_COUNTY.csv
19805,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2013-12,0.3,59.7,MONTEREY_COUNTY.csv
19806,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2014-01,0.1,63.8,MONTEREY_COUNTY.csv
19807,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2014-02,3.76,59.0,MONTEREY_COUNTY.csv
19808,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2014-03,2.64,63.3,MONTEREY_COUNTY.csv
19809,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2014-04,1.22,62.5,MONTEREY_COUNTY.csv
19810,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2014-05,0.09,66.0,MONTEREY_COUNTY.csv
19811,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2014-06,0.01,66.0,MONTEREY_COUNTY.csv
19812,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2014-07,0.0,68.7,MONTEREY_COUNTY.csv
19813,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2014-08,0.06,68.8,MONTEREY_COUNTY.csv
19814,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2014-09,0.33,69.1,MONTEREY_COUNTY.csv
19815,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2014-10,1.44,70.9,MONTEREY_COUNTY.csv
19816,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2014-11,1.39,64.7,MONTEREY_COUNTY.csv
19817,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2014-12,8.56,61.2,MONTEREY_COUNTY.csv
19818,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2015-01,0.0,64.0,MONTEREY_COUNTY.csv
19819,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2015-02,1.26,65.4,MONTEREY_COUNTY.csv
19820,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2015-03,0.29,65.1,MONTEREY_COUNTY.csv
19821,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2015-04,0.89,61.6,MONTEREY_COUNTY.csv
19822,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2015-05,0.3,60.5,MONTEREY_COUNTY.csv
19823,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2015-06,0.01,66.5,MONTEREY_COUNTY.csv
19824,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2015-07,0.13,70.8,MONTEREY_COUNTY.csv
19825,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2015-08,0.05,71.8,MONTEREY_COUNTY.csv
19826,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2015-09,0.05,72.8,MONTEREY_COUNTY.csv
19827,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2015-10,0.13,70.7,MONTEREY_COUNTY.csv
19828,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2015-11,3.58,61.3,MONTEREY_COUNTY.csv
19829,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2015-12,3.73,57.7,MONTEREY_COUNTY.csv
19830,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2016-01,6.41,59.2,MONTEREY_COUNTY.csv
19831,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2016-02,1.34,67.0,MONTEREY_COUNTY.csv
19832,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2016-03,5.16,61.8,MONTEREY_COUNTY.csv
19833,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2016-04,0.6,64.5,MONTEREY_COUNTY.csv
19834,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2016-05,0.24,64.1,MONTEREY_COUNTY.csv
19835,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2016-06,0.01,65.7,MONTEREY_COUNTY.csv
19836,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2016-07,0.0,64.3,MONTEREY_COUNTY.csv
19837,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2016-08,0.03,65.1,MONTEREY_COUNTY.csv
19838,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2016-09,0.0,68.4,MONTEREY_COUNTY.csv
19839,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2016-10,2.74,67.6,MONTEREY_COUNTY.csv
19840,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2016-11,1.32,63.0,MONTEREY_COUNTY.csv
19841,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2016-12,1.52,58.5,MONTEREY_COUNTY.csv
19842,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2017-01,7.49,57.9,MONTEREY_COUNTY.csv
19843,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2017-02,6.18,59.6,MONTEREY_COUNTY.csv
19844,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2017-03,2.33,61.4,MONTEREY_COUNTY.csv
19845,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2017-04,1.24,63.2,MONTEREY_COUNTY.csv
19846,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2017-05,0.03,61.5,MONTEREY_COUNTY.csv
19847,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2017-06,0.09,65.2,MONTEREY_COUNTY.csv
19848,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2017-07,0.0,65.5,MONTEREY_COUNTY.csv
19849,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2017-08,0.01,66.5,MONTEREY_COUNTY.csv
19850,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2017-09,0.07,73.6,MONTEREY_COUNTY.csv
19851,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2017-10,0.14,69.7,MONTEREY_COUNTY.csv
19852,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2017-11,1.21,65.6,MONTEREY_COUNTY.csv
19853,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2017-12,0.2,62.8,MONTEREY_COUNTY.csv
19854,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2018-01,3.45,61.8,MONTEREY_COUNTY.csv
19855,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2018-02,0.35,62.1,MONTEREY_COUNTY.csv
19856,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2018-03,4.74,62.0,MONTEREY_COUNTY.csv
19857,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2018-04,2.33,62.0,MONTEREY_COUNTY.csv
19858,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2018-05,0.11,62.1,MONTEREY_COUNTY.csv
19859,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2018-06,0.0,65.3,MONTEREY_COUNTY.csv
19860,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2018-07,0.02,68.2,MONTEREY_COUNTY.csv
19861,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2018-08,0.01,66.9,MONTEREY_COUNTY.csv
19862,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2018-09,0.0,65.6,MONTEREY_COUNTY.csv
19863,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2018-10,0.2,68.3,MONTEREY_COUNTY.csv
19864,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2018-11,2.83,65.4,MONTEREY_COUNTY.csv
19865,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2018-12,1.83,60.4,MONTEREY_COUNTY.csv
19866,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2019-01,3.21,61.7,MONTEREY_COUNTY.csv
19867,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2019-02,7.75,56.8,MONTEREY_COUNTY.csv
19868,USC00045802,"MONTEREY WEATHER FORECAST OFFICE, CA US",36.5927,-121.8555,2019-03,3.26,61.3,MONTEREY_COUNTY.csv
20125,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2013-01,2.82,59.2,MONTEREY_COUNTY.csv
20126,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2013-02,0.43,61.3,MONTEREY_COUNTY.csv
20127,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2013-03,0.81,67.5,MONTEREY_COUNTY.csv
20128,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2013-04,1.21,69.4,MONTEREY_COUNTY.csv
20129,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2013-05,0.21,73.7,MONTEREY_COUNTY.csv
20130,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2013-06,0.1,77.6,MONTEREY_COUNTY.csv
20131,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2013-07,0.0,75.0,MONTEREY_COUNTY.csv
20132,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2013-08,0.0,76.0,MONTEREY_COUNTY.csv
20133,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2013-09,0.22,79.3,MONTEREY_COUNTY.csv
20134,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2013-10,0.3,71.5,MONTEREY_COUNTY.csv
20135,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2013-11,0.54,67.3,MONTEREY_COUNTY.csv
20136,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2013-12,0.63,61.8,MONTEREY_COUNTY.csv
20137,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2014-01,0.0,71.7,MONTEREY_COUNTY.csv
20138,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2014-02,9.81,62.9,MONTEREY_COUNTY.csv
20139,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2014-04,2.46,71.6,MONTEREY_COUNTY.csv
20140,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2014-05,0.0,77.4,MONTEREY_COUNTY.csv
20141,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2014-06,0.0,73.5,MONTEREY_COUNTY.csv
20142,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2014-07,0.0,75.4,MONTEREY_COUNTY.csv
20143,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2014-08,0.0,74.7,MONTEREY_COUNTY.csv
20144,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2014-09,0.33,77.0,MONTEREY_COUNTY.csv
20145,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2014-10,1.24,78.7,MONTEREY_COUNTY.csv
20146,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2014-11,4.48,69.7,MONTEREY_COUNTY.csv
20147,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2014-12,18.91,62.1,MONTEREY_COUNTY.csv
20148,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2015-01,0.0,67.4,MONTEREY_COUNTY.csv
20149,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2015-02,5.74,65.8,MONTEREY_COUNTY.csv
20150,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2015-03,0.55,72.1,MONTEREY_COUNTY.csv
20151,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2015-04,3.03,68.9,MONTEREY_COUNTY.csv
20152,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2015-05,0.36,64.9,MONTEREY_COUNTY.csv
20153,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2015-08,0.05,80.1,MONTEREY_COUNTY.csv
20154,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2015-09,0.0,82.7,MONTEREY_COUNTY.csv
20155,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2015-10,0.56,78.4,MONTEREY_COUNTY.csv
20156,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2015-11,4.11,64.8,MONTEREY_COUNTY.csv
20158,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2016-01,16.46,58.2,MONTEREY_COUNTY.csv
20159,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2016-02,1.21,70.2,MONTEREY_COUNTY.csv
20160,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2016-03,11.68,64.5,MONTEREY_COUNTY.csv
20161,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2016-04,1.33,71.1,MONTEREY_COUNTY.csv
20162,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2016-05,0.19,66.5,MONTEREY_COUNTY.csv
20163,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2016-06,0.0,79.8,MONTEREY_COUNTY.csv
20164,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2016-09,0.0,79.2,MONTEREY_COUNTY.csv
20165,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2016-10,6.23,72.4,MONTEREY_COUNTY.csv
20167,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2016-12,7.41,58.5,MONTEREY_COUNTY.csv
20168,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2017-01,25.49,57.3,MONTEREY_COUNTY.csv
20169,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2017-02,22.88,59.1,MONTEREY_COUNTY.csv
20170,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2017-04,5.33,68.3,MONTEREY_COUNTY.csv
20171,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2017-05,0.0,71.3,MONTEREY_COUNTY.csv
20172,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2017-06,0.3,74.9,MONTEREY_COUNTY.csv
20173,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2017-07,0.0,80.2,MONTEREY_COUNTY.csv
20174,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2017-08,0.0,77.1,MONTEREY_COUNTY.csv
20175,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2017-09,0.26,80.3,MONTEREY_COUNTY.csv
20176,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2017-10,0.15,78.1,MONTEREY_COUNTY.csv
20177,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2017-11,3.74,67.2,MONTEREY_COUNTY.csv
20179,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2018-01,7.78,64.0,MONTEREY_COUNTY.csv
20180,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2018-02,0.56,65.6,MONTEREY_COUNTY.csv
20181,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2018-03,11.98,61.7,MONTEREY_COUNTY.csv
20182,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2018-04,2.45,67.9,MONTEREY_COUNTY.csv
20183,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2018-05,0.04,66.9,MONTEREY_COUNTY.csv
20184,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2018-06,0.0,74.9,MONTEREY_COUNTY.csv
20185,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2018-07,0.0,80.2,MONTEREY_COUNTY.csv
20186,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2018-08,0.0,79.6,MONTEREY_COUNTY.csv
20187,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2018-09,0.0,74.2,MONTEREY_COUNTY.csv
20188,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2018-10,0.45,73.8,MONTEREY_COUNTY.csv
20190,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2019-01,12.45,61.6,MONTEREY_COUNTY.csv
20192,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2019-03,9.5,63.1,MONTEREY_COUNTY.csv
20193,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2019-04,0.67,68.8,MONTEREY_COUNTY.csv
20194,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2019-05,4.92,66.0,MONTEREY_COUNTY.csv
20195,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2019-06,0.0,71.6,MONTEREY_COUNTY.csv
20196,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2019-07,0.0,77.1,MONTEREY_COUNTY.csv
20197,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2019-08,0.0,78.5,MONTEREY_COUNTY.csv
20199,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2019-10,0.0,76.6,MONTEREY_COUNTY.csv
20200,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2019-11,3.09,65.9,MONTEREY_COUNTY.csv
20201,USC00040790,"BIG SUR STATION, CA US",36.2472,-121.7802,2019-12,17.86,58.7,MONTEREY_COUNTY.csv
20370,USW00023259,"MONTEREY PENINSUL AIRPORT, CA US",36.5881,-121.8453,2013-01,0.81,59.3,MONTEREY_COUNTY.csv
20371,USW00023259,"MONTEREY PENINSUL AIRPORT, CA US",36.5881,-121.8453,2013-02,0.77,57.6,MONTEREY_COUNTY.csv
20372,USW00023259,"MONTEREY PENINSUL AIRPORT, CA US",36.5881,-121.8453,2013-03,1.21,60.7,MONTEREY_COUNTY.csv
20373,USW00023259,"MONTEREY PENINSUL AIRPORT, CA US",36.5881,-121.8453,2013-04,0.3,63.2,MONTEREY_COUNTY.csv
20374,USW00023259,"MONTEREY PENINSUL AIRPORT, CA US",36.5881,-121.8453,2013-05,0.02,65.9,MONTEREY_COUNTY.csv
20375,USW00023259,"MONTEREY PENINSUL AIRPORT, CA US",36.5881,-121.8453,2013-06,0.04,67.9,MONTEREY_COUNTY.csv
20376,USW00023259,"MONTEREY PENINSUL AIRPORT, CA US",36.5881,-121.8453,2013-07,0.0,68.0,MONTEREY_COUNTY.csv
20377,USW00023259,"MONTEREY PENINSUL AIRPORT, CA US",36.5881,-121.8453,2013-08,0.1,69.3,MONTEREY_COUNTY.csv
20378,USW00023259,"MONTEREY PENINSUL AIRPORT, CA US",36.5881,-121.8453,2013-09,0.03,71.1,MONTEREY_COUNTY.csv
