UniqueId,Year-Month,Counties,AcresBurned,Month_x,COUNTY,MEDIAN_TMAX,MEAN_PRCP,cum_prcp
2b765a08-c770-4b19-baa8-00dffe3fa838,2013-05,Madera,91.0,5,Madera,81.5,0.35875,4.10517857142857
13850faa-5bab-4fd7-bac3-433ce9250c4d,2013-05,Riverside,90.0,5,Riverside,84.3,0.2225,2.75566174055829
a97d2b3a-3a53-424f-852c-5f1b8d199cc3,2013-07,SanLuisObispo,85.0,7,SanLuisObispo,89.7,0.00888888888888889,2.81672222222222
e9e43213-b2fc-47bc-92cd-117ccd6e4780,2013-11,Mendocino,82.0,11,Mendocino,64.4555555555555,1.47090909090909,11.6814603729604
dd374f36-e7cb-4a48-91ee-e8be101e0f88,2013-08,Butte,80.0,8,Butte,90.6,0.0261538461538462,6.67324475524476
3513f584-632d-4fd0-a98a-646eb0753248,2013-04,Fresno,80.0,4,Fresno,73.5,0.268125,2.7308869047619
ed51bbd2-6f8e-4f46-9073-3673a583fada,2013-07,SanBernardino,75.0,7,SanBernardino,97.3,0.315806451612903,2.00812713831867
7055a440-5d4c-4f58-bac9-2954ff6698a5,2013-06,Madera,75.0,6,Madera,92.4,0.0188888888888889,4.12406746031746
e2c4b308-9a2d-483b-8434-999bef9adc7c,2013-05,SanBernardino,75.0,5,SanBernardino,83.4,0.13741935483871,1.69232068670577
d8d1c943-7b5d-4885-9043-f41075d6eded,2013-04,Napa,75.0,4,Napa,77.2,1.06142857142857,3.54857142857143
31f21c59-8a94-4b17-91aa-88ca14817162,2013-09,SanBernardino,73.0,9,SanBernardino,90.8,0.276785714285714,2.77091285260438
397ed8e6-6088-4e03-9316-8f50c65a83be,2013-07,Yuba,73.0,7,Yuba,86.6,0.0,8.39933333333333
c6228c11-4388-4b33-aa18-3593c90f72ad,2013-05,Butte,72.0,5,Butte,79.35,0.492727272727273,5.66709090909091
ae025ba5-8b5d-48de-ad5e-3037de3d18e9,2013-08,Lake,70.0,8,Lake,88.5,0.0,6.17916666666667
0875cf4e-9948-45ed-a76d-d74564319b49,2013-09,Modoc,68.0,9,Modoc,71.0,1.299,10.4622222222222
0adb968c-eb85-41c5-8e08-04c0ec386c79,2013-11,Ventura,64.0,11,Ventura,71.8,0.5375,3.22256193806194
ac568737-dae6-4050-b1f4-62ab1f9ec930,2013-08,Riverside,60.0,8,Riverside,97.6,0.487407407407407,3.46158766648422
0658b1f8-5323-4152-b6d1-b208736587db,2013-08,Riverside,60.0,8,Riverside,97.6,0.487407407407407,3.46158766648422
1476673c-df55-4c39-b117-d9d067f8a020,2013-08,Nevada,52.0,8,Nevada,82.95,0.0811764705882353,8.95092191876751
587c03e3-4831-47c1-8c03-c08176e91b11,2013-11,SanLuisObispo,51.0,11,SanLuisObispo,71.2,0.300909090909091,3.40596464646465
3f3e234c-04e1-4941-a79f-23ddc419bf59,2013-11,Lake,50.0,11,Lake,65.4,0.946,7.54816666666667
e16c204e-58d6-4f78-bc97-729b16ef9f83,2013-08,Siskiyou,50.0,8,Siskiyou,85.4636363636364,0.410714285714286,6.65519992997199
e779a754-29fd-472f-8d29-46cfee32d3c2,2013-07,SantaClara,50.0,7,SantaClara,81.8,0.000526315789473684,2.74550773993808
07fb8b11-f39b-4cd0-8a27-2d4fef7fe680,2013-07,Alameda,50.0,7,Alameda,77.75,0.000526315789473684,2.79811403508772
5b5ce06d-7ea9-4d28-b564-715fd0d04f3f,2013-05,SanLuisObispo,50.0,5,SanLuisObispo,82.1,0.176,2.80283333333333
10445e2c-979d-49a2-82c2-c3789bd2449a,2013-08,Calaveras,46.0,8,Calaveras,90.6,0.0,6.76
15e7e15d-f707-473e-b0f3-6534cfd845b7,2013-06,Fresno,46.0,6,Fresno,90.15,0.0,2.8958869047619
f1d7f375-8aa3-4cb5-a864-bae9bb90cbd1,2013-07,Mendocino,45.0,7,Mendocino,88.9333333333333,0.086,8.87766666666667
cbb685c8-df00-4cdf-8925-7239fa21a049,2013-12,Ventura,44.0,12,Ventura,67.3,0.267272727272727,3.48983466533467
3f64fc8a-8870-4e64-b60a-3e13c8532acd,2013-07,Shasta,43.0,7,Shasta,94.93125,0.121153846153846,10.4368271460424
e9505435-e861-4f33-9069-b0040fb2a135,2013-06,Riverside,42.0,6,Riverside,93.2,0.000740740740740741,2.75640248129903
b30ee931-f349-4d21-a38a-d346c516b104,2013-09,SanMateo,41.0,9,SanMateo,76.5,0.619090909090909,4.19136363636364
7a168690-06e5-4056-97c8-73b834204744,2013-12,SantaClara,40.0,12,SantaClara,59.3,0.4225,4.38642879256966
9a110003-2f4c-4ac7-a3e5-b4e713f8d1fe,2013-10,Orange,40.0,10,Orange,77.35,0.521578947368421,3.41085309872857
487a3f42-fd84-4598-bc48-130ad241c883,2013-09,SanDiego,40.0,9,SanDiego,83.5,0.203076923076923,4.88247612006684
f23f8148-6ec4-4885-9729-0dad7c744485,2013-08,Riverside,40.0,8,Riverside,97.6,0.487407407407407,3.46158766648422
0e197989-042e-4c73-8820-f98e0b6fdd52,2013-07,Siskiyou,40.0,7,Siskiyou,92.7652173913043,0.193333333333333,6.2444856442577
8fb3a438-3146-4b8d-8f20-bfa8d6610f84,2013-07,Riverside,40.0,7,Riverside,96.6,0.217777777777778,2.97418025907681
2d1f0c40-92e7-4540-991b-d353ed68ec6c,2013-06,Riverside,40.0,6,Riverside,93.2,0.000740740740740741,2.75640248129903
e215290f-d0b4-48fd-be32-f599959347b1,2013-05,Riverside,40.0,5,Riverside,84.3,0.2225,2.75566174055829
fea7802f-ba70-450a-9ad1-96e2751293a9,2013-08,ElDorado,38.0,8,ElDorado,82.7,0.21,10.3844230769231
b5b63934-923d-4504-a9b1-75c885477a8d,2013-08,Lake,38.0,8,Lake,88.5,0.0,6.17916666666667
4c04a4e5-f580-4e62-bb53-2575c72d29dc,2013-07,Alameda,38.0,7,Alameda,77.75,0.000526315789473684,2.79811403508772
953f17a1-2034-467b-b48c-28da1a9af60e,2013-06,Fresno,35.0,6,Fresno,90.15,0.0,2.8958869047619
f17c523c-bf01-4245-899b-7c2331096dae,2013-05,SanLuisObispo,35.0,5,SanLuisObispo,82.1,0.176,2.80283333333333
15dc8848-9380-40a8-86b7-2b783be8f29d,2013-08,Shasta,34.0,8,Shasta,90.2,0.0630434782608696,10.4998706243032
29a2efda-c28f-4a41-9c6d-8cb8f763d464,2013-11,Shasta,33.0,11,Shasta,62.3714285714286,1.84791666666667,13.9638058094884
68dadbb3-6a63-483a-add9-491a69d9e0ad,2013-07,Calaveras,31.0,7,Calaveras,94.8,0.0,6.76
51e00abb-53d0-4014-9224-2a853b1d6bcf,2013-09,Lake,30.0,9,Lake,81.2,0.398,6.57716666666667
dcb21e64-9d38-47c2-848b-e8e0dea5c2de,2013-06,Lake,30.0,6,Lake,85.75,0.553333333333333,6.1525
58f89ff8-bd3e-4355-b1c0-8fa05c747d3f,2013-04,SanBernardino,30.0,4,SanBernardino,77.5,0.0316666666666667,1.55490133186706
