AcresBurned,Counties,Name,UniqueId
747,Sierra,Farad Fire,61cc4072-7db6-4fd2-bc9a-652728780c67
745,Los Angeles,Getty Fire ,e693477a-37d2-4aba-9e73-a63421a2b3a6
712,Los Angeles,Lake Fire,39af7eac-c188-411f-8c8a-d165c5fca4a9
712,Kern,Rancho Fire,591a56a5-e9c0-45a0-96bd-34098588c39b
710,Siskiyou,Grade Fire,a2a6199c-704a-4826-a51b-23e6ee123349
703,Mendocino,Burris Fire,9cc1af36-29f2-4af5-afa7-23b9ce17630e
700,Placer,Sunset Fire,4f3f4f66-871c-4d50-bd3f-f641210552c9
690,Tuolumne,Jacksonville Fire,51e42770-97b4-4204-af57-8ab56992eb71
680,Mariposa,Peak Fire,c7a0a280-17c9-409b-85f9-fdda301b6ede
677,Mariposa,Hunters Fire,8d3451be-f3be-4a8b-b747-ab121f0d52cb
673,Lake,Elk Fire,0eed7005-6ace-4eb2-8919-eb131c246f84
670,San Bernardino,Mart Fire,a3159a43-d38c-4655-9acf-371bc9a6213b
670,San Benito,Cienega Fire,8e71e23c-6161-480e-b8ca-f03147475e4d
668,Tulare,River Fire,b83feee5-a799-4481-bd25-1d4cc3befd7d
650,Mono,Marina Fire,1bc85249-0d96-42d7-a23f-db99bdce17a4
650,Monterey,Gulch Fire,3bb731cc-eb21-421f-b5f5-4949346dc316
646,Lassen,Tumbleweed Fire,b307b3b5-529a-4dd0-ad30-e678180a6174
640,Alameda,Grant Fire,d0e1cdc0-9dea-467a-8ae8-040e0f94178d
632,Santa Barbara,Miguelito Fire,d08b0c4e-35d3-43fb-8af8-1756b1789172
630,Mariposa,Ben Fire,d36387df-af2a-4b20-a94f-589fdccf67cd
612,Kern,Water Fire,86faecab-ed3a-4fce-95cf-89433a825c72
612,Madera,Junction Fire,58e7e466-8807-404e-9ef6-5a6ae11a0084
605,Tehama,Rawson Fire,828b2492-fc44-4fc0-97fa-f0b439e6fa0d
604,Placer,Baseline Fire ,ebc468e3-c2ec-43ff-95e9-c319a7ec3d40
600,Shasta,Mountain Fire,1bf3e829-5fb3-43d2-9179-6c337709df19
600,San Diego,Poinsettia Fire,cc18296d-573a-4737-8e4e-1221d75d1e7b
600,Stanislaus,Stuhr Fire,8edf51ea-1e4f-4e73-8e04-e168417ed39b
599,Humboldt,Tully Fire,da72b0c2-835d-42a5-8fa8-4de5442610cc
580,Trinity,Oregon Fire,3b954901-aa80-4894-b330-c287d47b68be
573,Tuolumne,Tulloch Fire,849ad1a0-472b-4cc6-a513-030491fa1ffb
572,El Dorado,Kyburz Fire,d778a3f0-2d23-43c1-b9bc-1ea33898fab2
562,Modoc,Battle Fire,a0ba8679-406a-491b-a20b-bba55d63bc5b
554,Kern,Fort Fire,fe112320-013f-434e-b66c-101234292711
550,Butte,June Fire,7ee82e4f-f5e8-4278-b4e7-e82c390b395e
550,Butte,99 Fire,e5122d1e-2bfc-4fa6-8152-da309e02c004
545,Riverside,Mias Fire,c3ad74dc-6842-463f-8808-05161a8ba570
543,Riverside,Anza Fire,592f14da-405c-4e6d-a83b-8937322524ad
534,San Bernardino,Mills Fire,6011819c-19ac-46c2-aa48-0ee8be0e48c0
530,Lassen,W-2 Fire,93fe220b-0458-4e26-827c-93883093681e
526,Napa,American Fire,74c3d01f-8809-40bc-a0e2-b1cc24bf1a7d
525,Riverside,Jerry Fire,8c666963-1f9d-43c6-bc3a-cab623d81f27
520,Riverside,Horseshoe Fire ,c9327432-b3d3-4ea1-b810-d339dc9e25c3
518,Kern,Range Fire,2656ad63-b3e1-467f-9982-0229fd31c0f5
516,Siskiyou,Boles Fire,ad164a35-8b27-4f96-b78e-952b08a333e8
513,Plumas,Plumas Lightning Complex (Hough),5015b3c2-2bae-4cce-9bf8-f1b25b0ce1e6
513,San Benito,Eastern Fire,5228fabc-64f6-4ccf-aedc-dc1e781277a6
510,Riverside,Gorgonio Fire,958ce6d2-97f9-4848-8620-d14ab87f329d
509,Mono,Van Dyke Fire,f1b8fec0-ff6c-413d-bedb-d2e9c9ffb764
506,Kern,Ming Fire,39967485-2cf1-4f0e-9cf1-ccfd25f6e2bf
504,San Diego,West Fire,2a1c14d1-2a88-4564-bd09-585e09ffc9a7
502,Modoc,Fox Fire (formally 3-7 Fire),8b51033d-abc6-4ea4-8983-990ad4e1c45e
500,Madera,Sky Fire,3a9bd55c-a384-402b-b673-2563200ce59e
500,San Luis Obispo,Branch Fire,213dc89e-9f29-4480-91a6-aec5fb694999
496,Butte,Swedes Fire,63a43984-64ce-40aa-bbc3-98330a46353f
494,Riverside,Hill Fire ,8f23653c-1a4c-4609-bfb3-72b1665eab69
492,Contra Costa,Kirker Fire,522114fe-ada8-49a9-9bb2-5891103ff0ca
487,Tuolumne,59 Fire,1a0bbf7e-7f9b-4359-9c91-85dec2e2869a
486,San Diego,Deluz Fire,3d595f75-d59e-4453-b25c-48207b02f529
484,Alameda,Grant Fire,503cf916-4f56-4be7-8083-730122f686dc
482,Madera,Rolling Fire,05d0fed7-8502-4a6f-9c5c-b9cee0e75408
469,Siskiyou,Fay Fire,b383e4bd-6815-4624-936c-be57715ce50e
464,Tehama,Colyear Fire,69eaa890-889e-4be9-810d-3dcee8d55981
460,San Bernardino,Bridge Fire,1348f32a-510f-4ad3-971f-b75b9cf9f0c0
460,San Luis Obispo,Red Fire,a1554868-0f98-41d4-9132-1f0bbf10b22c
459,Placer,Applegate Fire,d71ab3e8-ead1-4d54-b489-2a2f23073d8b
450,Fresno,Monterey Fire,a9d270c5-aacb-4dad-a34e-ab28a7192248
450,Calaveras,Willow Fire,db833182-22df-44cc-ba10-0901e74222bc
448,Kern,Mesa Fire ,1f0d1a35-bf41-45d8-b3b8-26cca8d2d83e
448,San Diego,Caliente Fire,ca65fae0-e6d7-4600-890c-62da03753131
444,Santa Barbara,Rucker Fire,f839c34f-de3b-4e79-9b4f-e3502557d32b
441,Shasta,Fiddler Fire,67c0a269-05bb-4b4f-af22-68a1c5ac3adf
441,Lassen,Hyatt Fire,218619b5-ad0c-4238-8e31-ab6d98932a73
430,Tulare,Triple Fire,9e2f6af4-ea45-4163-b6a1-e1fe9571fda3
429,Madera,Eastman Fire,32d7eab5-d948-4be0-af69-b233e311d2b9
426,El Dorado,Table Fire,2725461a-6ad1-43fd-8b83-5e219df4d558
423,Mariposa,Hunter Fire,852f3058-ccaa-4877-8e8e-f5b8a9649936
422,Los Angeles,Skirball Fire,2aad53ef-d6c3-43dc-92e6-b2f9881ff161
420,Santa Barbara,Real Fire,baa2a51c-40bc-420c-9f88-db4783872d65
416,Tulare,Elephant Fire,0d93e84b-8460-4d5d-946c-630ade76747d
415,Mariposa,Tenaya Fire,d01b8e54-43e5-4643-8742-a14e1c2980f8
415,Los Angeles,Calgrove Fire ,e61d1b0b-4f19-460a-a6ac-e83a6e0a05a9
413,San Bernardino,Gobblers Fire,b202bd85-c5ef-4bdf-8270-d556f95c3742
410,Modoc,Dode Fire,f09f75ff-d9fe-4a25-89d0-75dc98d1fe30
406,Inyo,River Fire,094719ba-a47b-4abb-9ec5-a506b2b9fd23
403,Mendocino,Black Fire,60b1ae62-1688-44b3-8447-66785e692e92
400,San Diego,Jennings Fire,04b54dc3-10a2-4fdf-bfa6-60a1fe2b0f7d
400,Monterey,Encinal Fire,cb580f06-5d43-46aa-8b2c-f2b5a21eff02
400,Monterey,Metz Fire,7fc0b9c8-dec7-430d-9790-1bbebae404eb
400,Butte,Swedes Fire,7428460d-f47d-45c0-8a86-3fb653829860
400,Yuba,Beale Fire,822c934f-11be-48a9-8e60-f3f6802ef24d
400,Fresno,Sonoma Fire,eca1021e-dfea-4dec-8470-c0eb7e4d479b
395,Tulare,Tule Fire,954fb899-decb-461b-a0dd-76442e3370d3
392,Nevada,Pleasant Fire,f571f91e-bc07-450c-8822-3ecc61a27863
391,Santa Cruz,Bear Fire,b3627eac-9f2f-482a-81a6-681e60b5b24a
389,Butte,Web Fire,69b38608-fab1-4df5-b9e9-0fd28bc505ba
381,Tulare,Broder Fire,737ef617-abaa-44a1-9bbc-f46240468b8f
380,Modoc,West Fire,31b0e75c-b0e2-4796-b8a7-efc49e4c59a5
380,Modoc,Howard Fire,97772dc4-7fde-4412-982c-974b3316e22b
380,San Diego,Highway Fire,ebea3cc2-c0ad-4de2-829a-0b544183461b
376,Napa,Putah Fire,1f94fce5-49a5-4220-bc99-f003ab4d3e60
375,Monterey,San Ardo,8811a5f8-b99a-454a-9af5-6753579c8d45
374,Los Angeles,Lincoln Fire,0011ce0f-5493-4bef-b6e1-4674a0393b0c
372,Amador,Rancho Fire,5689b708-61e8-4451-8ad6-68d9684704c6
370,Contra Costa,Willow Fire,2adaf964-e996-4e55-a616-ac42375ee156
370,Mono,Chris Fire,23353f29-33d4-4a7b-b78e-66bc761a55c8
367,Kern,Call Fire,5eab06a3-5deb-4934-98a7-7c42eb86cbf9
365,San Diego,Pasqual Fire,2b56b06d-46d6-43f2-b474-2598dd163e82
360,Madera,Oak Fire,6b6dff76-8fab-4852-a71c-e735f87bd6fa
360,Tehama,Hog Fire,060ef833-2d3f-47d4-a1d4-146d1b9a5928
357,Fresno,Creek Fire,0ed54526-1296-4863-ae40-613ee456899d
355,Placer,Foothills Fire,77d64e4c-a50f-4f4d-a750-e6a6f0ddadc9
355,Amador,Ione Fire,c3f64286-b2a0-4ab1-9f6b-d934d5b82228
354,San Benito,Tres Pinos Fire,ca68f3c4-4906-4952-b794-4531d7da8369
350,Riverside,Reche Fire,8739a46c-9d9b-464c-87d0-31738601d96f
350,Riverside,Pierce Fire,af1dd364-be2a-4818-81fb-dea0e527d6c5
347,Butte,Shippee Fire,a3ba8fc0-37f7-4c1a-9386-627d3369a03e
341,Calaveras,Pacheco Fire,85832754-5848-4454-84fc-8b0a9abbff40
340,San Luis Obispo,Stone Fire,743b2276-742e-4d25-be9b-60364ca880f6
339,Tulare,Dinely Fire,6802ed2f-5a5a-4a38-a236-e5a688639b6f
338,Inyo,Owens Fire,574b0b35-4c66-44ac-8797-3eadf09e495d
338,Kern,Rose Fire,09e74687-85e7-488f-a5c8-8a11f75ab7d8
333,Humboldt,Red Fire,6d75c6a4-12cb-4f18-8951-f2737e980916
328,Shasta,Bascom Fire,9fe34773-10d3-419a-a6f5-4ddb2d43a145
328,Riverside,46 Fire,e59fa47f-0f47-49a9-a2c5-092cfaf68ed5
325,San Bernardino,Bryant Fire,093bdb67-4c14-402d-a034-3714b7125c49
320,Santa Clara,Country Fire,0dd9bca6-35b9-4a75-8f3b-a5e57e1b90e7
320,Madera,Courtney Fire,614efdbb-937e-47a0-9ffd-919e5e0de436
319,Del Norte,Marble Fire,be5275b7-1472-4423-a9c8-0f2491179150
316,Monterey,Lake Fire,540b19a4-b84c-4d9c-9cb3-746b53a094b7
316,El Dorado,Shingle Fire,29a5f777-bea5-411e-9139-fe0d094616b0
311,Riverside,Jurupa Fire,99cb21da-9639-4300-9a97-1cadc993189f
311,Mariposa,Dog Rock Fire,ba17d495-8ce6-4a0f-a3ba-487bd877969e
310,Calaveras,Appaloosa Fire,902a3085-e518-4090-a2e5-20d0482b4dc2
306,Kern,Flat Fire,376f08dc-071a-4ef5-9035-cf61b4f2fa3b
305,Butte,Summit Fire,d922e7c8-814a-412b-a40b-53072d0983ea
304,Kern,Havilah Fire,fa457abb-66d2-4f82-80fd-452e824e871f
303,San Joaquin,Shelton Fire,0b51d59b-457d-4a62-b066-55c2b8d400e2
300,Merced,Gun Club Fire,deb3922d-eba2-4f08-abf7-d453d14e32ab
300,Butte,Hwy Fire,b8e5a940-0fb5-4c63-93ab-a855cfdc4e0c
300,Trinity,Flat Fire,70ff3ebc-0d1f-43eb-ab56-1ff13fe9c9e3
300,Madera,ONeals Fire,9662b158-b17f-4386-867a-3afa5ea28929
300,San Diego,Alpha Fire,32708961-025a-4bf7-88c1-8cd91bbc3cce
300,Alameda,Site Fire,186f5cdd-aa7d-4f9e-84ae-83112801c790
300,Los Angeles,Warm Fire,15b01fbd-1962-4092-bcc4-d95ab7fafea2
300,Mariposa,Bridge Fire,987ced78-a554-4a1b-a2f2-2f8329292067
300,Riverside,Liberty Fire,e1a8e4f1-ba7c-431a-a8c4-069fa3d3d36c
300,Sutter,Butte Fire,f669c502-b400-4ad9-ae95-bfd9c31f903c
298,Butte,Lone Fire,1a5192f1-bc99-4130-8683-381e0534b76a
296,Lake,Becks Fire,7a4a3552-3bea-4428-984c-e2edef13980f
293,Kern,Twisselman Fire,82aa9789-b558-46a0-ae5d-683e18423b17
290,Calaveras,South Fire,a1e73f5c-68e2-4109-b741-046eb7349265
289,Monterey,Cross Fire,207f72f7-1453-40dc-919e-3551f7041b22
289,Madera,Eastman Fire,eeb859ef-dc44-48e2-a2d7-dce44bc47d01
288,Kern,Bravo Fire,0fc2a05e-689f-4c7c-b2b4-a987840b4f2c
283,San Joaquin,Hollow Fire,89db8bb4-6e3b-4de7-b7d9-287c1a9032c0
282,Ventura,Chorro Fire,7e1e0693-4690-4d11-afe6-74652d68c3ef
282,Riverside,Skyline Fire,022bee6b-1559-4792-a2d2-014d3adfecad
280,Monterey,Mill Fire,233708cc-ed2d-4b85-ba8c-60cf71c912c8
280,Trinity,Rams Horn Fire,b24dc89c-632d-46a1-8984-2ce037e37834
279,Ventura,Snail Fire,1b6cdbc8-4ab9-49e9-b6ed-e38d55e263cc
278,San Benito,Panoche Fire,68957772-711e-4874-99f2-2b9267dbe725
278,Fresno,DeWolf Fire,09ab0430-7679-494c-96d4-d7d938351cf4
277,Yolo,Creek Fire,eb0fe9ad-f9f5-4bde-ad34-527ffd647669
275,Merced,Forebay Fire,316804d6-471a-4c73-8b05-89b8abc8eeac
274,Los Angeles,Tecolote Fire,d805c9b9-da39-4771-965f-b3cd4c37c84b
274,Madera,Gold Fire,357ffc13-bef9-48eb-810f-c5de851972eb
274,Contra Costa,Concord Fire,95399a9c-8b3e-4413-9f56-5ed57d3d81b3
269,Tuolumne,Hetch Hetchy Fire,b5d32131-cf00-4e34-9e08-b74d68a3174f
268,Contra Costa,Valley Fire,53770321-4d20-4db9-bfad-754f9eeabc2b
268,Los Angeles,Madre Fire,eb5a3f2a-0c25-417a-af78-bb0d643247c7
268,Tehama,Stoll Fire,72999057-198b-4cd2-a316-2e854ef9a7f8
265,San Diego,Recycle Fire,9ededdf0-b250-49ec-999d-eb988dab08a9
263,San Diego,Lyon Fire,f6f6fefa-ac4e-466f-815e-492416e37b98
263,Lassen,Snowstorm Fire,0f965f2f-3977-4ba5-bf7c-29feef27ee82
261,Tehama,Wilson Fire,d0ae0a7f-dd7b-4cb1-8f4a-2a784a17d6d4
260,San Bernardino,Little Mountain Fire,eb87224a-f7da-4432-84ca-03a706ee3bac
260,Lassen,R-6 Fire,393edada-d2bf-4a33-94f2-2d2123357015
260,San Luis Obispo,Fox Fire,91b94b02-cd05-471a-a4e7-5168d56c46ba
258,Santa Barbara,Santa Cruz Fire,f87005f7-c31b-4135-989a-ee5611626b3c
257,Tulare,Citrus Fire,11e0324e-e8ff-4591-b592-9e704ade60d6
255,San Diego,Lost Fire,918e4e6c-7814-42ed-9cd5-aa11d29367da
250,Riverside,Sycamore Fire,a14c1f49-8e49-4709-a21b-6c06471a1002
250,San Diego,Rangeland Fire,8dddf572-84de-4b20-b740-f5c7847cec3b
248,Plumas,Tobin Fire,abd0a296-217d-4a6a-9da0-5eb05f56f863
247,Nevada,Dog Bar Fire,a794ecf9-2e8d-4721-a272-a3e66d2e7621
247,Contra Costa,Marsh Fire,df681456-a50e-4400-a95a-77533a0978ba
245,San Luis Obispo,Huasna Fire,c64e288e-d258-45e0-8357-b7a7289c0b92
244,Mariposa,Lake Fire,6be8378d-9a89-40a3-bc66-4fc0ab22ebc2
244,Trinity,Henthorne Fire,791059a2-b50f-4ab0-924a-bfdac001e4b9
243,San Bernardino,Sharp Fire,62eabea3-40be-497d-94e4-150f011b925f
242,Alameda,Christensen Fire,7c162fbf-922c-4128-9e30-a1e8848e15ab
240,Alameda,Vasco Fire,2ad509e4-99f1-4e1a-81eb-839f772f9c45
240,Alameda,Harte Fire,4affde91-31a9-4588-bf14-7201fc5c548b
237,San Benito,King Fire ,e84f2562-1126-4255-9df4-dd7a32460e43
237,Placer,PFE Fire,fe47b1c2-b9c0-44be-8d10-f270056db35c
237,Fresno,Murphy Fire,a8567989-a0c5-4c31-9012-82f99d76129f
236,El Dorado,Largo Fire,fd0a69a3-91d5-422b-bab4-dc6a4b0de134
231,Contra Costa,Deer Complex,248bba19-4fdf-4285-a210-1334454ad80a
227,Mendocino,Mendocino National Forest Lightning Complex,8c030522-da26-492f-80e2-a249e741d9cb
227,Siskiyou,Kidder 2 Fire,69b0cca6-c0c6-4a96-8f61-07ebb0ff9dc7
226,Glenn,Daves Fire,f3a3c56c-d2fc-49df-b0e2-ab36356b17d4
225,Mariposa,Spring Fire,3980fbbb-d17b-4deb-83a4-9af2290b5272
225,San Luis Obispo,Arrow Fire,5b3329f4-1e37-4b5a-9ed6-6f8d74f495c3
225,San Luis Obispo,Camp Fire,048c085b-3162-4906-beef-7aa2ba1b868d
225,Tehama,Tehama Fire,724209e0-12b0-4d49-b798-8ccacf95e668
225,Mendocino,Moose Fire,c8f94c30-d0ee-450a-8501-30678aa37c0f
224,Siskiyou,Steamboat Fire,052acbfd-0552-47ac-8be7-6f79b4aecf0e
221,Kern,Onyx Fire,0dc19167-07b3-45e6-9bad-ad070934616a
220,San Luis Obispo,Lopez Fire,840010ca-aef0-4f91-b771-3bf196317d03
217,Glenn,306 Fire,5649e78d-7c26-4698-89a0-b0fa9a35cf78
217,San Diego,Banner Fire,d2623c2c-ff3d-419e-a129-b3aa542c05c4
215,Siskiyou,Petersburg Fire,6103c099-a3eb-481e-8a76-1296f5fdb25d
215,Lake,Peterson Fire,02d470c1-bf41-4ff9-9424-f680cef5bbbc
215,San Benito,Beaver Fire,b3ab43c4-6f73-4ccc-a3ca-f2c54959f8b1
215,Lake,Reservoir Fire,489cea9f-b3cb-4615-b412-5ac5724c3976
215,Santa Barbara,Washington Fire,686e1300-65d3-4e07-8a88-e5952418649b
215,Santa Clara,Pacheco Fire,f58b224d-b7d2-4311-9d65-c7440a1ceb53
214,Orange,241 Fire,ca7da36b-1951-4d52-92b2-1a0b04aab586
214,Riverside,Wolf Fire ,24d9c2ae-8b11-4536-9b9c-5f4e0d476af0
213,Madera,Madera Fire ,f2629bc3-1c8c-4a97-95fa-7d08566dc246
213,Monterey,Tassajara Fire,0d38ff45-833e-488a-881f-30f24678c49c
212,Shasta,China Fire,efe937e3-8b63-4495-b578-e2582fb2166d
211,Santa Barbara,Mesa Fire,f3765dfa-fa7b-47d7-8914-a032f229a892
211,Alameda,Grant Fire,3822b8a2-1a89-40e8-b239-840cfcda7a1c
210,Amador,Camanche Fire,fef2ab8a-20d7-4dc3-b5c9-363aa1debef3
210,Santa Clara,Malech Fire,6f509c42-9d2b-45df-b705-02dcb9147dde
210,Humboldt,Bald Hill 3 Fire,d4523b72-45cf-4de2-8ccf-3905f1dc8dbd
210,Merced,Merced Fire ,cc06431a-5153-4f66-8ada-07af53c175c3
208,Kern,Tejon Fire,49dbe286-1cfe-4e03-a872-13185aae767a
207,Siskiyou,Lumgrey Fire,48d3b3c4-fcf5-47d9-920f-3b3c1b0f6fb1
207,San Diego,Rock Fire,e3406861-3e7f-4a4b-b16d-6004f3edc5e6
206,Kern,Bodfish Fire,2ef06870-3602-4f1a-878d-962f7259ad46
205,Riverside,Ribbon Fire,1f942827-c242-49a1-bccd-f2375be91ad9
205,Riverside,Eagle Fire,60770d23-70db-46f1-a19a-a23eaa409125
204,Tuolumne,Big Creek Fire,55a1ec97-90fb-48df-8414-203b91adcd76
202,Stanislaus,Milton Fire ,a03c52ec-7366-43c5-965e-52e2b73df452
200,San Diego,Dehesa Fire ,94cd8534-defa-4a82-b1be-42a2704c13d2
200,San Bernardino,Sierra Fire,f7358513-329f-4dba-8980-4cd3a19b469a
200,San Bernardino,Hillside Fire,dfc32e06-b88e-4d30-ae3d-22bc18792f5e
200,Lake,Skeleton Fire,089f95f8-8834-4cc6-87c7-15cb1aeca7b8
200,Alameda,Range Fire,89b5d4db-ce4e-43b9-8618-f89088d35ee1
200,San Diego,Eclipse Fire,2f1b8cff-f7d6-4459-866b-7c84bd531dcc
200,Riverside,Rose Fire,3dcf54bc-89f5-41b3-b797-5dcdf0e629e8
200,Contra Costa,Cypress Complex,d299dec7-b09f-47f7-80c9-859ddd1ecef3
200,Ventura,Olivas Fire,02e6023e-d306-4a67-a09c-b9224b98661e
200,Santa Barbara,McMurray Fire,4cebaf5a-70a7-4262-864b-fb3fe3b1d84d
200,Siskiyou,Stephens Fire,b3062936-6b2f-4177-b3f6-0fc288049339
200,Los Angeles,Pines Fire ,0c9948a7-98ad-4b42-888e-a7c2a4f536fa
200,Kern,Water Fire,f694c74c-adad-459c-b357-4cd2f10f16df
200,Merced,Bear Fire,cdd46073-0336-4003-8a06-161947985987
200,Tehama,Vina Fire,c94959d7-eb88-4724-8feb-ba0662afca10
196,Shasta,Burney Lightning Series (Warner Fire),f21a41c6-0905-4531-9bdf-2456d0051eed
195,Contra Costa,Vasco Fire,652938d9-2f23-41d8-a49c-30b218594762
195,Tehama,Paskenta Fire,4423899b-6197-4ef5-9f73-bca1763f17e6
194,Tehama,Tehama Fire,09425074-8348-4fbc-b95d-4939750f9345
193,Lassen,Doyle Fire,0ab090de-1ec9-41db-b6cf-c7acd370626a
191,Butte,Par Fire,cbf84797-7cc2-40a4-8157-d74c89792e9e
190,Santa Barbara,Wasioja Fire,06b43461-94d0-4379-a1d6-fd26ba93ceea
190,Los Angeles,Shoemaker Fire,accb599e-35b8-4d5e-8d13-d0e4b0e4a1eb
190,Monterey,Sargent Fire,f32eaf92-82dc-4c31-8a05-76c21845f078
190,Stanislaus,Stuhr Fire ,8f6c8f60-1daf-4c04-8507-dcc81656b8c5
190,Napa,Silverado Fire,79d476e5-0b4d-48e2-a105-2bba5c1140e9
188,Fresno,Big Fire,4cfb8712-1b45-4a2e-b0c9-6ed6ddde5657
186,Ventura,Peak Fire,c3b66e33-ef00-4874-a29b-b36640c16122
186,Fresno,Wild Fire,a8e4aa40-5e2a-4fd8-a858-d673576cda73
186,Plumas,Toll Fire,3becdf3e-b110-41ab-86ce-645e041d296f
186,Ventura,Rustic Fire,4c10bd30-e348-430c-9f12-932c8a03f6f8
185,Merced,Dinosaur Fire,fc911680-49a8-454b-be0f-d78cd957bd29
184,Kern,Rolling Fire,733028fc-bf0a-4737-878b-78a29c9ee2ee
183,Solano,Marshview Fire,f0577ec6-5504-4460-83ce-d9bd91624e0a
183,Kern,Quarry Fire,ec27a3bd-959b-48f3-872e-2c87047dbae2
181,Siskiyou,Cooley Fire,8b35629f-50f4-4b32-b286-ce48cb1200e7
180,Shasta,Laverne Fire,3c61a039-cf71-40da-89e9-bcc5a62e2c1a
176,El Dorado,Emerald Fire,81ef7517-ab3c-4d1a-8ddd-b5d69404676f
175,Lake,Indian Fire,b454456c-1fa9-4766-b179-6df36b4d844b
175,Los Angeles,South Fire,d6d4d085-1c3b-4ee5-bd2a-dd3779797e97
175,Orange,Aliso Fire,105b65f3-7e99-4cd6-8b0a-f78004c041eb
173,Riverside,Briggs Fire,89d10422-494e-4b60-8d52-07995447b12e
172,Santa Barbara,Ogilvy Fire,c9001401-a2b0-4cae-9e03-e60509342a53
172,Kern,Vulcan Fire,ee290ec6-3815-4c44-a96a-edb331fcc925
171,San Diego,Wildcat Fire,fc2ea6bf-e925-49f9-8390-9997c01b612d
170,Tehama,Sierra Fire,75ad696c-b094-4919-89e3-f879361f5151
170,San Bernardino,High Fire,1d8a8aaf-f294-46e1-8224-6ea3e8c39634
170,Fresno,Creek Fire,9a3df964-7794-411c-9043-967476fe77e6
170,Tehama,Black Fire,8d5b00c1-0ec0-43bb-a03e-822d5fe2af52
170,Santa Barbara,Olive Fire,cb5f34a0-177e-445d-9349-dd94063a01d0
169,Placer,Athens Fire,e0de216a-9544-43ad-9b9f-bc05247f0550
168,Sierra,Evans Fire,5882937b-ffce-43af-9e0a-00dcddde214a
168,Riverside,Hills Fire,a1b6ff5e-0533-408c-b02a-3061f60fb263
167,Kern,Flat Fire ,33b7d824-9803-4c07-8231-9cf210e34417
167,San Benito,Antelope Fire,ebdceb89-fa30-486a-94f8-3eff8eedbd67
167,Riverside,Bautista Fire,980c4c7d-dcc9-45b3-b5c1-181c1cd445e9
167,San Diego,Cutca Fire,d7757da4-f9e1-451f-8316-26065888dfc2
167,Lassen,Roxie Fire (Formerly 1-1 Fire),a18ed51c-1083-4f48-ab1b-6ae0c5454073
167,Monterey,Priest Fire,8a79c31d-0df0-4448-a855-b04cfc384825
166,Los Angeles,Fork Fire,9bffc947-2f15-4486-98df-9a632b2038a7
166,Butte,Honcut Fire,79fd7b45-381a-4819-9dc7-f80a98010809
164,Ventura,River Fire,aece9ff6-ddfd-4240-bb7a-894831d1a67d
163,El Dorado,50 Fire,4630e9ce-88ec-4159-9bc9-25ff5f8216cc
163,Tuolumne,Flat Fire,28d55249-7c63-4213-a7b4-c0796dbb18ca
163,Yolo,Capay Fire,0aa08938-eaab-4a60-8891-946197328f94
161,Kings,York Fire,85bdd89a-4ce5-4539-a274-23fa2b030e7d
160,Solano,Winters Fire,e9c8c0aa-4d21-4f09-9858-890ea163d580
159,Sonoma,Crane Fire,1460f2d9-853b-4901-bed3-ac196e00bb3a
158,Sonoma,Lakeville Fire,c9b5d1ff-c042-4b39-8bac-b10fb6fc6c13
158,Humboldt,Queen Fire,8be9d271-ed9c-4bc9-9c22-4eff8956ab7b
158,Yuba,Cook Fire,b5fa450f-9b84-4d90-9956-bda9dfe32f28
158,Fresno,Sunny Fire,63643257-f082-4928-bf0e-77a0417a4613
157,Lassen,Peg Fire,bfc6b8e4-8021-44ca-8f92-58c724682ba1
157,Madera,26 Fire,f62bd692-7aae-4e46-8284-239150acced0
156,Los Angeles,Five Fire,ed5e111d-e34a-42c0-9ce7-818270037c2c
156,Los Angeles,Wheatland Fire,ace1f464-7a70-4dcc-b8c5-d64fb1021d0e
156,Shasta,Cottage Fire,2443f637-15d7-4cf9-a405-133cf1748300
156,San Bernardino,Star Fire,d79e71f2-d827-465d-95a8-d80b6e54456e
155,Tulare,Spruce Fire,812a492e-35cb-4bb0-9e5a-1ec181d8b97e
155,Shasta,Gorge Fire,5dbbbc9f-deec-4c33-a172-19614492d860
155,Siskiyou,Hill Fire,e9862c12-da9f-4205-9993-91a3b1437de4
155,Orange,Santiago Fire,96781eb8-6146-4b96-a5cb-7457defea461
155,Alameda,Corral Fire,19ada70e-4932-449c-8483-d65685995487
154,Riverside,Euclid Fire,e1c9dae5-a2d8-4c97-8e6d-65937ade5e79
153,Riverside,Smiley Fire,54bad310-3a96-4019-b64d-61d00c559e6c
152,Marin,Irving Fire,65689d5f-910c-4e00-9bf3-e5626cd1361c
151,Fresno,Hills Fire,f12c92df-003f-42bc-9cb0-a15323f4166c
150,Riverside,Redlands Fire,d48a839f-d8da-44d7-9b35-b9f61aa28c61
150,Butte,Honey Fire,579d5d2a-0e51-4058-92c7-37abd7fe4aad
150,San Luis Obispo,Olive Fire,907cd7cd-cc26-4529-a9f8-cee1e1560086
150,San Luis Obispo,Lucy Fire,1c51deff-5b43-4f54-8acc-a682f830815a
150,Madera,41 Fire,9a555129-982b-486f-a333-c96b3f9c4d2e
150,San Bernardino,Tower Fire,45699833-fa34-4eed-9520-8c8019426122
150,Solano,Sky Fire,28b81794-bb66-466e-b9dc-337c47be5678
150,Riverside,Merwin Fire,1a06d125-d5c1-46bc-b8d4-08f31246f246
150,Del Norte,Old Fire,f66ae0d0-837d-4ea9-a7ed-6a78d9bde940
